student_id,age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,gender_Female,gender_Male,gender_Other,gaming_genre_Casual,gaming_genre_FPS,gaming_genre_RPG
1620,19,0.42,1.39,7.39,72.98,3.28,2.04,321.51,-0.58,1,53.25,1,0,0,0,0,1
1621,22,2.04,5.49,6.88,85.27,2.42,3.51,322.61,3.08,1,89.52,0,1,0,0,1,0
1622,19,5.11,2.13,7.79,61.79,1.18,8.82,249.52,14.72,0,34.27,0,1,0,0,1,0
1623,17,6.87,8.54,7.7,83.55,4.4,11.46,241.25,16.78,0,70.0364874940722,0,1,0,0,0,1
1624,22,7.34,2.02,8.27,88.98,3.82,11.49,231.21,17.9,0,31.7,0,0,1,1,0,0
1625,23,4.0,5.62,5.88,74.25,3.01,7.78,278.21,13.07,1,65.84,0,1,0,1,0,0
1626,17,4.36,5.69,5.73,68.69,3.49,7.56,271.44,11.89,1,54.96,0,1,0,0,0,1
1627,20,6.66,9.74,8.16,68.54,2.08,10.83,234.9,15.72,0,90.78323443472377,0,1,0,1,0,0
1628,16,4.3,6.89,5.19,63.27,1.88,9.81,272.28,14.47,1,60.78,1,0,0,1,0,0
1629,22,4.13,3.59,6.31,63.59,0.8,8.27,271.27,8.39,1,69.54978723104247,1,0,0,0,0,1
1630,23,7.24,3.17,4.97,66.67,4.02,8.54,234.4,14.6,0,21.61,0,1,0,0,1,0
1631,21,6.32,2.15,8.57,60.77,1.91,10.17,255.5,16.88,0,28.21,0,1,0,0,1,0
1632,20,7.27,7.81,6.04,70.65,3.46,10.89,257.57,11.96,0,56.44821179014262,0,1,0,0,1,0
1633,21,1.75,7.22,5.06,72.26,1.5,5.01,279.86,3.54,2,88.07,1,0,0,0,1,0
1634,17,4.2,6.49,7.46,99.81,3.98,8.04,282.49,11.9,1,77.45,1,0,0,0,1,0
1635,16,6.74,1.37,5.22,99.67,0.53,11.1,245.54,15.87,0,23.62,0,1,0,1,0,0
1636,22,0.89,7.87,8.72,67.48,3.13,2.08,301.9,3.4,1,100.0,0,1,0,0,1,0
1637,22,6.36,6.78,5.84,68.52,4.04,9.76,240.05,10.59,0,55.72,0,1,0,0,1,0
1638,17,1.46,9.67,7.32,79.68,3.3,6.55,311.3,3.78,1,100.0,0,1,0,1,0,0
1639,17,6.46,6.28,5.73,65.95,3.48,10.11,242.99,16.04,0,57.47,1,0,0,1,0,0
1640,16,4.9,3.74,8.04,80.16,2.63,6.24,260.71,8.67,1,53.16,0,1,0,1,0,0
1641,23,1.55,4.43,8.48,75.98,2.8,6.43,294.53,7.19,1,84.35,0,1,0,0,1,0
1642,23,3.79,2.58,7.94,72.98,0.33,9.5,266.93,11.01,1,52.86,0,1,0,0,0,1
1643,16,5.46,7.51,8.24,92.9,1.25,10.72,244.82,11.21,0,85.62030008898354,1,0,0,0,0,1
1644,23,5.07,7.37,4.51,93.12,3.61,7.88,254.06,12.24,2,75.1809678456687,1,0,0,0,0,1
1645,24,3.42,2.81,8.62,99.52,4.73,7.09,277.67,10.17,1,66.27,0,1,0,0,0,1
1646,19,7.19,2.43,7.12,68.92,2.71,11.15,237.26,17.08,0,21.89,0,1,0,0,0,1
1647,16,4.15,1.69,8.35,95.53,3.63,8.73,261.97,11.66,1,62.5421175763498,0,1,0,1,0,0
1648,16,4.05,9.21,7.42,81.51,3.42,8.38,278.96,6.81,1,99.27415635073766,1,0,0,0,1,0
1649,18,0.5,3.1,5.01,83.66,5.0,2.5,304.92,6.51,1,64.65,0,1,0,0,1,0
1650,20,7.38,4.1,7.05,95.85,3.98,12.6,239.13,23.01,0,36.68,1,0,0,0,0,1
1651,20,1.42,3.52,4.45,97.71,3.14,6.67,294.3,8.32,1,74.93,1,0,0,0,0,1
1652,24,4.23,4.72,7.48,89.07,0.58,7.25,289.41,10.2,1,71.19,1,0,0,0,1,0
1653,17,6.43,7.43,6.05,73.91,1.81,8.08,249.32,12.88,0,71.16960557712898,0,1,0,1,0,0
1654,17,1.72,8.84,4.76,79.59,1.25,5.76,307.77,4.69,2,94.15,1,0,0,0,0,1
1655,21,4.22,2.64,8.9,84.6,4.27,7.01,267.64,11.4,1,59.7,1,0,0,0,0,1
1656,24,1.93,7.18,8.51,93.15,2.23,6.64,302.91,8.35,1,100.0,0,1,0,0,0,1
1657,16,6.08,4.17,8.47,86.32,2.68,8.66,234.52,12.15,0,54.95,0,1,0,1,0,0
1658,24,4.51,9.82,7.94,74.62,4.82,6.82,256.12,10.13,1,87.22,0,1,0,1,0,0
1659,24,6.85,3.69,7.46,76.72,4.18,12.19,234.73,18.88,0,39.66,0,1,0,0,1,0
1660,24,7.16,1.06,7.28,62.02,3.95,11.24,249.26,16.15,0,17.39,0,1,0,0,1,0
1661,20,5.19,5.64,4.53,96.97,0.71,6.62,267.79,11.32,0,64.62,1,0,0,0,1,0
1662,24,5.8,2.36,8.5,63.52,0.11,10.25,228.03,16.58,0,44.17283956154585,0,1,0,1,0,0
1663,19,4.39,1.4,8.41,83.2,0.63,9.15,257.46,13.59,1,42.68,1,0,0,0,0,1
1664,17,3.08,7.28,7.74,94.87,3.7,5.26,282.17,8.86,1,97.21,0,1,0,1,0,0
1665,21,5.18,7.59,8.64,76.83,2.05,11.02,270.4,11.14,0,80.55556820012251,0,0,1,1,0,0
1666,19,7.27,5.15,6.77,92.01,0.59,10.13,235.2,13.86,0,63.15608330204601,0,1,0,0,0,1
1667,21,3.33,7.09,6.24,92.15,3.7,9.03,254.67,8.04,1,88.91,1,0,0,0,1,0
1668,18,2.52,5.84,8.84,62.39,0.97,4.99,278.03,5.23,1,84.02,0,1,0,0,1,0
1669,21,3.11,6.67,6.32,76.49,2.95,7.16,289.88,8.68,1,69.69,0,1,0,0,1,0
1670,17,3.48,6.37,7.21,87.64,3.71,7.07,280.28,8.57,1,79.57,1,0,0,1,0,0
1671,17,0.59,6.99,5.87,76.89,3.04,6.55,314.27,3.84,1,87.32,0,1,0,0,1,0
1672,24,3.99,2.8,7.18,81.81,4.97,7.03,283.24,8.98,1,55.57,1,0,0,0,0,1
1673,22,3.95,3.42,7.6,83.78,2.17,5.85,269.14,7.1,1,63.12,1,0,0,0,1,0
1674,18,4.71,4.96,7.12,66.05,1.56,9.88,270.47,11.08,1,53.86,0,1,0,0,1,0
1675,16,2.9,5.02,6.57,76.48,1.01,4.11,301.62,11.27,1,74.77,1,0,0,0,1,0
1676,23,4.9,7.97,5.5,61.14,2.52,10.32,263.44,13.91,2,69.07,1,0,0,0,0,1
1677,21,7.03,4.31,7.22,65.99,4.26,8.58,226.7,14.88,0,39.81,0,1,0,0,1,0
1678,22,7.64,2.46,8.54,80.49,4.73,11.5,224.05,14.21,0,29.72,1,0,0,0,0,1
1679,24,4.67,3.26,4.03,82.94,4.86,9.24,254.93,9.64,1,42.32,1,0,0,0,0,1
1680,20,0.34,2.93,4.67,65.85,2.66,3.02,293.51,1.94,1,44.9,0,1,0,1,0,0
1681,16,7.75,7.58,4.6,90.22,3.03,12.97,219.09,20.83,2,61.227763024349386,0,1,0,1,0,0
1682,22,5.65,5.23,8.62,74.92,2.91,9.62,258.56,13.74,0,76.29965047058526,1,0,0,0,0,1
1683,20,2.69,7.38,7.31,96.83,2.33,5.67,287.81,7.3,1,97.65,0,1,0,1,0,0
1684,18,1.18,4.75,8.76,75.51,0.76,3.81,319.43,5.9,1,91.95,0,1,0,0,1,0
1685,24,1.15,9.01,6.91,65.99,0.33,2.71,307.64,1.14,1,100.0,0,1,0,0,0,1
1686,16,1.34,9.85,6.31,90.32,2.18,5.54,312.76,7.59,1,105.63776964367035,1,0,0,0,0,1
1687,16,0.36,7.03,7.96,82.71,0.93,3.18,298.08,1.36,1,97.4,0,1,0,0,1,0
1688,16,7.22,8.77,4.8,75.47,4.43,9.82,228.97,18.06,2,67.46459232741266,0,1,0,1,0,0
1689,18,4.33,5.57,5.91,74.24,3.81,10.08,265.35,14.88,1,63.6,1,0,0,0,1,0
1690,21,5.6,9.41,6.33,66.03,3.09,7.96,244.55,10.57,0,88.30906279905216,0,1,0,0,1,0
1691,18,6.62,8.48,5.49,73.63,0.24,12.0,255.82,15.93,2,78.63854946044593,1,0,0,0,1,0
1692,23,6.33,9.93,5.86,61.17,3.11,12.2,224.74,17.17,2,74.59773495795709,0,0,1,1,0,0
1693,17,7.06,6.61,4.39,80.1,3.11,12.17,234.14,16.1,0,40.48,1,0,0,0,1,0
1694,24,7.74,8.01,4.99,95.87,2.2,8.84,238.45,15.51,2,52.24867624978114,1,0,0,0,1,0
1695,18,3.51,5.89,5.68,91.81,3.29,8.85,285.51,8.89,1,67.81,0,1,0,1,0,0
1696,20,7.6,3.33,7.98,61.14,4.29,9.67,225.0,12.51,0,26.14,1,0,0,0,1,0
1697,23,5.79,4.19,4.91,95.25,3.79,8.56,241.52,15.08,0,45.24,0,1,0,1,0,0
1698,17,0.57,9.05,5.73,78.09,2.37,6.53,324.07,2.1,2,109.45276539185954,0,1,0,1,0,0
1699,21,5.45,1.5,4.32,67.64,1.31,8.47,249.39,7.83,0,25.53,0,1,0,0,0,1
1700,20,5.49,6.32,6.79,90.1,2.39,9.76,245.81,15.21,0,59.74,0,1,0,0,0,1
1701,24,7.25,4.35,7.06,72.91,4.73,9.8,243.0,16.74,0,37.72,1,0,0,1,0,0
1702,20,2.98,4.48,8.33,70.13,4.1,5.83,287.31,4.75,1,66.03,0,1,0,0,0,1
1703,17,4.68,8.96,8.1,66.45,0.14,8.67,260.32,13.53,1,88.57853207065945,1,0,0,0,1,0
1704,20,0.1,8.68,5.43,79.46,3.91,5.84,322.05,4.4,2,99.2,1,0,0,1,0,0
1705,19,2.66,6.39,4.68,63.74,0.85,5.07,292.53,6.53,1,68.01,1,0,0,0,1,0
1706,22,0.5,3.46,4.78,91.42,2.86,2.74,313.46,1.42,1,69.07,0,1,0,0,1,0
1707,21,4.17,5.28,8.84,78.83,4.03,5.3,271.5,8.66,1,76.56,1,0,0,1,0,0
1708,17,6.54,4.67,7.37,77.88,2.81,8.55,219.89,14.5,0,45.0,0,1,0,0,1,0
1709,20,1.65,4.18,4.21,60.07,2.02,3.96,299.14,2.88,1,66.17,0,1,0,1,0,0
1710,22,4.22,1.93,4.68,92.71,1.61,5.53,262.96,11.33,1,43.107453045540765,0,0,1,0,0,1
1711,22,1.63,5.89,6.43,79.71,1.53,5.45,292.45,6.28,1,80.53,0,1,0,1,0,0
1712,20,0.97,3.72,5.04,77.6,4.19,2.6,301.51,2.48,1,65.84,0,1,0,0,1,0
1713,24,4.09,6.95,8.02,90.46,4.13,7.65,265.95,13.45,1,85.45,1,0,0,0,0,1
1714,19,0.63,3.87,6.87,62.52,4.12,2.57,309.47,1.63,1,64.41,0,1,0,0,1,0
1715,18,4.7,4.88,7.06,74.67,1.41,10.38,265.26,15.34,1,62.99627092908436,1,0,0,0,1,0
1716,19,0.25,1.47,6.31,83.03,3.99,2.79,309.66,2.36,1,60.62,0,1,0,0,1,0
1717,20,0.85,9.93,5.28,78.42,0.18,2.31,314.98,3.95,2,100.0,0,1,0,0,1,0
1718,21,4.4,5.57,6.95,67.27,1.03,9.58,274.56,10.66,1,57.75,0,1,0,1,0,0
1719,18,4.73,1.22,7.58,71.97,2.57,7.74,270.5,7.23,1,35.44,0,1,0,0,0,1
1720,17,0.23,5.87,5.85,72.01,2.03,5.33,326.59,3.97,1,75.45,0,1,0,0,0,1
1721,19,4.59,8.83,6.52,99.68,0.56,7.15,259.24,8.08,1,83.98685647617982,1,0,0,0,0,1
1722,20,6.71,7.95,8.2,73.05,0.21,10.21,236.77,13.94,0,83.50962321592839,1,0,0,1,0,0
1723,19,5.78,7.31,4.74,68.21,3.06,9.01,253.11,13.33,2,70.42910439965196,1,0,0,0,0,1
1724,18,1.05,2.26,6.73,92.91,1.57,4.84,303.15,2.71,1,76.99,0,1,0,1,0,0
1725,23,4.74,6.92,5.74,76.85,0.08,7.75,251.54,10.92,1,65.37,1,0,0,0,1,0
1726,19,5.38,7.9,7.51,77.75,2.15,8.86,250.42,12.9,0,81.41349935088861,1,0,0,0,0,1
1727,17,0.3,6.15,4.09,81.96,1.53,4.7,332.75,-0.15,1,73.15,1,0,0,0,1,0
1728,17,6.84,9.03,7.35,83.83,2.88,9.91,230.49,15.76,0,81.45614710643608,0,1,0,0,0,1
1729,16,7.25,3.49,4.51,83.62,4.65,11.67,225.06,15.47,0,22.43,1,0,0,0,1,0
1730,19,6.8,3.18,4.32,61.38,1.54,11.37,232.93,13.75,0,11.57,1,0,0,1,0,0
1731,24,6.6,8.83,7.62,92.75,4.99,11.34,246.37,11.57,0,88.38932573583665,0,1,0,0,1,0
1732,22,5.96,6.63,7.2,67.79,0.43,9.31,251.96,10.49,0,56.94,1,0,0,0,0,1
1733,22,5.07,1.01,8.47,71.69,0.44,6.09,266.22,10.7,0,42.98,0,1,0,0,0,1
1734,22,5.43,4.18,6.6,66.94,3.56,10.2,280.17,13.33,0,48.94,1,0,0,0,1,0
1735,23,6.45,8.72,6.65,90.68,3.74,12.0,250.81,16.71,0,83.78949463816865,1,0,0,0,1,0
1736,16,5.3,1.25,7.54,83.35,2.11,9.56,265.4,16.16,0,49.24108836510077,1,0,0,0,1,0
1737,23,2.62,1.03,5.62,90.21,1.43,6.24,317.16,9.76,1,41.76,0,1,0,0,0,1
1738,19,3.01,3.53,4.18,86.14,3.97,6.81,288.78,9.91,1,46.98,0,1,0,0,0,1
1739,19,7.18,9.23,5.15,64.17,4.78,11.38,229.92,18.83,2,68.78802040000384,1,0,0,0,0,1
1740,19,0.14,9.11,5.19,72.06,4.95,6.13,315.29,3.64,2,97.44,0,1,0,0,0,1
1741,21,5.59,5.67,5.68,80.29,3.17,6.9,263.49,12.16,0,53.69,0,1,0,0,0,1
1742,22,7.64,5.98,8.72,72.2,3.7,8.75,215.8,18.91,0,56.96,1,0,0,0,0,1
1743,21,5.65,3.99,8.02,68.29,4.11,11.47,232.73,14.64,0,53.08,1,0,0,0,1,0
1744,16,7.95,3.19,8.68,94.79,3.99,11.15,216.39,17.98,0,42.64,0,1,0,0,0,1
1745,23,5.5,8.34,8.99,89.91,4.97,9.56,262.2,15.36,0,97.52475354238749,0,1,0,0,1,0
1746,22,0.27,1.96,6.17,73.81,4.05,5.04,322.69,2.37,1,59.97,0,1,0,0,0,1
1747,21,6.62,5.39,5.14,90.6,3.31,11.33,238.96,15.33,0,40.8,1,0,0,1,0,0
1748,21,2.28,6.71,6.8,85.1,1.88,6.52,303.33,3.96,1,82.45,1,0,0,0,0,1
1749,20,3.57,1.93,8.41,60.15,2.99,6.93,283.24,7.89,1,57.21631705903332,1,0,0,0,1,0
1750,21,2.5,5.68,6.33,75.21,4.4,6.38,293.44,6.28,1,69.61,1,0,0,0,1,0
1751,24,2.15,6.2,6.53,71.62,1.53,6.8,294.03,6.08,1,74.54,1,0,0,0,1,0
1752,24,3.45,7.68,4.67,68.72,0.15,8.7,287.56,11.15,2,74.71,1,0,0,0,0,1
1753,23,3.03,3.11,6.1,70.06,1.64,4.67,291.19,4.86,1,49.71,0,1,0,0,0,1
1754,24,5.07,3.64,5.93,97.69,4.8,7.46,256.43,14.31,0,63.78889739066764,1,0,0,0,1,0
1755,23,6.51,6.13,5.76,79.45,3.97,9.5,250.01,10.39,0,49.36,0,1,0,1,0,0
1756,23,2.38,9.85,8.44,93.91,0.94,6.71,284.9,8.12,1,100.0,1,0,0,0,1,0
1757,16,1.71,2.96,4.3,68.57,0.06,4.69,301.83,6.54,1,57.32,1,0,0,0,0,1
1758,20,5.34,9.87,8.86,66.98,3.35,7.53,259.92,13.16,0,103.11043626611378,0,1,0,0,0,1
1759,19,5.36,7.43,4.04,95.55,2.9,6.53,252.33,13.5,2,78.06807296965033,1,0,0,0,0,1
1760,17,7.21,8.43,8.73,79.83,0.41,12.42,234.82,16.6,0,71.67959050988486,0,1,0,1,0,0
1761,23,0.13,1.81,6.74,95.81,4.83,3.22,324.52,4.31,1,52.86,1,0,0,0,1,0
1762,18,6.82,3.7,7.51,62.52,3.09,9.47,227.34,13.58,0,28.31,0,1,0,0,1,0
1763,19,4.17,1.52,4.94,96.66,3.26,7.82,271.8,8.95,1,38.57,1,0,0,1,0,0
1764,22,4.97,4.34,7.27,76.62,4.27,6.58,282.51,14.88,1,58.4,0,1,0,0,1,0
1765,24,0.73,9.83,8.41,66.21,1.69,3.72,302.98,3.31,1,100.0,0,1,0,1,0,0
1766,17,3.46,1.95,4.7,87.34,2.79,8.22,288.78,11.2,1,40.86,0,1,0,0,1,0
1767,18,1.82,6.06,4.64,91.88,2.88,6.5,297.2,6.97,1,79.3,0,1,0,0,1,0
1768,19,2.03,1.05,5.52,61.89,4.84,6.89,307.47,7.94,1,42.85,0,1,0,0,0,1
1769,16,4.03,7.41,4.81,99.49,0.66,7.37,264.41,5.72,2,78.47,1,0,0,0,1,0
1770,22,6.5,2.77,4.55,87.88,3.79,9.34,242.06,15.17,0,29.32,0,1,0,0,1,0
1771,17,5.95,2.17,7.39,72.86,2.88,11.11,270.71,14.51,0,34.13,0,1,0,1,0,0
1772,20,4.73,4.03,5.07,66.05,4.23,6.6,261.51,12.34,1,33.8,0,1,0,0,1,0
1773,16,4.32,7.94,7.34,75.7,4.16,8.95,274.49,9.36,1,82.74,1,0,0,0,0,1
1774,18,3.42,1.96,8.31,68.82,0.06,8.86,284.91,11.95,1,52.76,1,0,0,0,1,0
1775,17,7.78,3.07,7.26,79.77,1.28,10.21,206.35,14.36,0,20.05,1,0,0,0,1,0
1776,16,4.48,1.08,4.6,91.28,0.9,6.47,270.7,9.05,1,45.7428897944129,1,0,0,0,1,0
1777,22,2.03,9.72,6.87,86.41,2.31,5.59,283.26,2.68,1,100.0,0,1,0,0,1,0
1778,20,1.84,6.33,5.97,77.44,4.53,3.92,304.25,2.56,1,87.89,0,1,0,0,1,0
1779,16,4.89,7.48,5.72,64.76,0.03,10.24,262.5,12.47,2,63.53,0,1,0,1,0,0
1780,21,4.18,6.86,5.59,98.29,2.44,6.4,258.69,12.21,1,77.02,1,0,0,0,0,1
1781,20,0.06,2.3,8.65,70.81,4.42,2.63,307.38,1.47,1,65.12,0,0,1,1,0,0
1782,18,6.64,6.35,7.71,71.11,4.63,12.08,239.59,13.43,0,49.13,1,0,0,0,1,0
1783,22,5.63,2.18,4.67,85.82,3.29,7.66,277.25,8.05,0,30.29,0,1,0,0,1,0
1784,24,5.29,4.61,6.38,90.82,4.15,10.71,272.75,14.64,0,48.58,0,1,0,0,0,1
1785,24,0.55,6.12,5.59,99.37,1.62,2.6,317.0,0.81,1,87.41,0,1,0,1,0,0
1786,24,2.9,6.03,8.89,98.77,1.43,8.46,290.35,7.53,1,91.23,1,0,0,0,1,0
1787,17,7.48,2.07,8.89,96.55,0.25,10.07,236.26,18.41,0,31.94,0,1,0,0,1,0
1788,18,6.9,1.31,5.6,77.41,2.52,9.13,231.86,14.65,0,26.94,1,0,0,0,1,0
1789,22,2.28,8.18,5.76,66.67,2.28,5.67,285.71,5.66,2,82.24,0,1,0,0,1,0
1790,20,1.26,7.53,7.0,83.38,1.86,4.11,313.39,4.27,1,100.0,1,0,0,1,0,0
1791,17,3.59,1.74,6.4,60.69,0.57,5.6,270.9,11.15,1,48.675062655223,1,0,0,0,1,0
1792,18,2.85,2.15,5.07,67.85,1.15,5.54,300.21,7.55,1,48.61,1,0,0,0,1,0
1793,21,5.46,9.03,7.3,60.1,1.02,10.03,240.95,8.89,0,85.69649071631166,1,0,0,0,0,1
1794,22,7.73,7.92,5.67,67.22,4.72,12.89,218.22,16.4,2,50.870184080058834,1,0,0,0,1,0
1795,24,2.9,9.97,7.27,78.99,4.83,8.0,299.36,7.78,1,100.0,1,0,0,1,0,0
1796,16,0.5,3.29,5.92,75.73,0.02,5.28,311.13,5.12,1,57.92,1,0,0,1,0,0
1797,22,7.18,5.39,7.5,74.77,0.85,8.21,232.61,12.39,0,42.05,1,0,0,0,1,0
1798,23,0.3,3.13,7.34,93.24,4.44,3.43,322.85,2.46,1,73.23,0,0,1,0,0,1
1799,18,7.62,6.61,6.54,87.0,0.19,9.46,240.15,16.0,0,47.49,1,0,0,0,0,1
1800,19,5.32,2.04,7.52,97.46,4.72,6.69,262.26,13.36,0,45.28,1,0,0,0,1,0
1801,21,7.53,2.15,6.3,77.81,1.9,12.21,232.51,15.41,0,17.99,1,0,0,0,0,1
1802,22,1.6,1.65,4.58,70.89,2.69,6.57,308.81,6.02,1,51.07,0,1,0,0,0,1
1803,19,0.33,7.24,4.91,64.91,3.82,5.4,320.13,6.26,2,78.77,0,1,0,0,0,1
1804,23,3.91,5.45,5.23,86.88,1.22,9.36,283.93,12.34,1,66.4,1,0,0,1,0,0
1805,20,3.6,6.56,4.32,93.67,0.5,7.55,305.37,10.37,1,76.29625139027983,1,0,0,0,1,0
1806,16,2.65,8.91,7.56,67.35,4.05,8.64,293.25,7.67,1,95.03531646867798,1,0,0,0,0,1
1807,19,7.66,7.66,5.84,95.15,4.92,11.08,219.48,17.33,2,56.234026868010105,0,1,0,1,0,0
1808,18,6.58,5.16,4.47,81.05,3.29,12.0,251.43,15.64,0,37.34,1,0,0,0,1,0
1809,24,5.29,9.86,8.1,65.76,4.13,6.85,255.06,13.07,0,108.51152807657232,1,0,0,1,0,0
1810,23,1.3,5.11,7.42,85.71,4.71,3.04,307.77,4.52,1,87.95,0,1,0,0,1,0
1811,16,5.87,2.01,6.26,80.8,1.14,9.82,253.23,12.46,0,30.59,1,0,0,1,0,0
1812,21,5.82,9.93,5.24,61.13,1.75,7.44,244.34,15.94,2,84.82341203973043,1,0,0,1,0,0
1813,24,3.4,1.21,4.76,75.97,1.1,4.78,275.49,9.9,1,30.5,0,1,0,0,0,1
1814,22,7.4,5.95,6.29,91.39,0.31,9.38,208.12,14.06,0,39.48,1,0,0,0,1,0
1815,19,1.34,3.78,8.43,82.22,3.66,6.28,302.91,4.46,1,78.03,1,0,0,0,1,0
1816,16,2.14,5.53,4.94,71.28,0.73,7.78,299.93,6.78,1,62.82,0,1,0,0,1,0
1817,17,0.51,6.03,6.84,97.15,0.46,3.18,314.03,3.99,1,100.0,0,1,0,0,0,1
1818,20,6.36,3.16,8.81,69.51,1.79,12.23,239.08,14.04,0,52.58,0,0,1,0,1,0
1819,20,4.97,6.01,7.19,70.11,0.3,10.02,264.13,11.13,1,73.25,0,1,0,0,0,1
1820,23,2.52,7.8,6.2,74.19,0.9,4.65,280.33,7.86,1,79.78,0,1,0,0,1,0
1821,21,1.31,3.4,7.58,95.78,0.35,5.24,293.7,5.7,1,90.23,0,1,0,0,1,0
1822,23,0.32,4.45,8.12,80.31,4.39,6.23,321.42,-0.3,1,79.35,1,0,0,0,1,0
1823,17,1.33,3.41,6.95,87.29,3.9,6.57,309.85,6.6,1,84.6,1,0,0,0,0,1
1824,18,3.63,8.39,8.36,99.05,4.3,6.45,281.55,5.72,1,100.0,1,0,0,1,0,0
1825,21,1.98,7.52,6.57,91.33,4.34,4.51,293.23,3.96,1,93.26,0,1,0,0,1,0
1826,18,2.07,8.84,8.15,66.9,4.72,7.17,306.1,5.96,1,100.0,1,0,0,0,1,0
1827,21,7.0,2.53,8.76,91.53,0.93,10.75,224.76,14.94,0,48.71,0,1,0,1,0,0
1828,21,4.12,1.66,6.51,89.93,4.5,5.94,267.59,7.85,1,40.95,0,1,0,0,1,0
1829,17,5.83,2.07,7.03,69.3,2.63,8.47,257.52,10.9,0,41.75484289923571,0,1,0,1,0,0
1830,22,0.29,2.45,7.05,73.01,0.83,4.6,325.12,3.76,1,60.16314502573839,0,1,0,0,0,1
1831,17,2.92,5.8,7.91,88.41,3.28,4.69,277.24,3.5,1,81.01,1,0,0,0,1,0
1832,21,3.83,9.74,8.11,69.54,1.64,8.32,295.47,8.84,1,94.81,1,0,0,0,0,1
1833,16,1.49,4.22,4.14,68.33,0.23,6.04,300.81,6.84,1,61.7,0,1,0,1,0,0
1834,18,0.96,9.63,7.67,88.14,0.39,3.31,309.36,3.89,1,107.33704124212557,1,0,0,1,0,0
1835,17,6.96,1.34,7.92,95.22,2.12,9.95,246.26,12.65,0,24.88,1,0,0,0,0,1
1836,22,7.52,9.34,7.5,63.0,4.13,13.2,245.28,14.02,0,76.34027309102665,1,0,0,0,0,1
1837,19,0.63,2.63,7.57,77.84,1.56,5.38,313.06,1.46,1,72.19,0,1,0,0,1,0
1838,23,2.79,9.21,4.21,84.29,3.83,7.73,298.25,3.69,2,81.49,1,0,0,0,1,0
1839,21,7.67,1.51,6.21,87.05,0.28,11.25,223.4,17.31,0,13.11,0,1,0,0,1,0
1840,19,0.67,9.53,8.09,99.85,1.97,2.74,328.64,1.46,1,100.0,1,0,0,1,0,0
1841,20,5.15,2.81,8.67,87.31,0.64,9.11,258.59,11.51,0,61.08,0,1,0,0,1,0
1842,24,7.78,3.72,5.15,84.81,4.32,12.64,229.78,19.01,0,22.8,1,0,0,0,1,0
1843,22,7.83,5.42,6.9,99.59,4.84,8.85,222.57,17.92,0,50.46,0,1,0,0,0,1
1844,24,3.77,4.43,8.02,62.43,1.63,5.34,276.92,8.8,1,70.53,0,1,0,0,0,1
1845,22,1.3,7.01,7.76,62.98,4.94,4.67,297.1,3.84,1,91.99,1,0,0,0,1,0
1846,16,1.62,9.77,7.09,82.43,3.76,4.81,299.94,3.43,1,100.0,1,0,0,0,1,0
1847,23,7.12,6.46,4.09,74.35,0.01,13.03,234.73,16.49,0,37.31,1,0,0,0,0,1
1848,19,7.29,7.49,7.62,63.87,2.43,8.75,221.96,15.72,0,54.31366214021246,1,0,0,1,0,0
1849,18,4.86,1.79,7.87,72.26,4.17,7.48,255.97,12.88,1,42.49,0,1,0,0,0,1
1850,22,6.13,6.65,7.61,86.97,2.67,11.21,225.44,12.02,0,64.85,1,0,0,0,1,0
1851,18,5.92,5.08,7.83,95.22,2.75,9.98,236.55,11.61,0,56.92,0,1,0,0,0,1
1852,23,5.29,8.97,6.15,63.77,2.24,9.1,256.38,12.47,0,80.92515263719457,0,1,0,0,0,1
1853,21,6.62,4.49,8.97,81.61,1.98,11.33,250.15,11.37,0,52.1,1,0,0,0,1,0
1854,20,5.48,7.12,7.85,71.84,0.14,6.68,250.67,12.13,0,81.5054271615651,1,0,0,0,1,0
1855,19,4.27,3.05,6.89,86.69,3.11,10.01,268.45,13.52,1,59.42,1,0,0,1,0,0
1856,23,1.9,3.33,8.67,81.98,3.83,3.86,308.82,9.5,1,84.22,1,0,0,0,0,1
1857,23,5.95,4.39,8.54,97.07,3.95,7.36,256.93,12.77,0,60.16,1,0,0,0,1,0
1858,16,3.79,3.74,8.07,61.51,3.12,6.48,282.71,10.64,1,55.68,0,1,0,0,1,0
1859,24,2.36,3.28,6.82,78.8,1.71,6.87,292.87,7.02,1,75.78845954815377,0,1,0,1,0,0
1860,20,6.42,1.45,6.64,67.71,0.11,8.58,238.06,17.16,0,22.54,1,0,0,0,0,1
1861,19,5.57,8.53,5.64,81.47,4.48,6.82,257.12,10.92,2,80.81076823101347,0,1,0,1,0,0
1862,21,7.5,1.58,5.25,94.14,2.15,8.79,242.83,16.3,0,18.49,0,1,0,0,0,1
1863,21,1.32,8.99,6.56,96.45,3.01,3.6,322.23,4.99,1,100.0,0,1,0,0,1,0
1864,17,5.19,2.13,6.89,75.93,0.97,6.87,281.78,12.0,0,37.12,1,0,0,1,0,0
1865,23,1.95,1.59,5.22,92.47,0.71,4.81,311.9,3.79,1,55.03,0,1,0,0,1,0
1866,22,7.23,6.07,8.61,71.22,0.43,9.1,233.68,12.65,0,49.4,1,0,0,0,1,0
1867,16,0.8,5.52,6.79,60.25,3.99,3.52,298.38,5.0,1,78.82,1,0,0,0,1,0
