price,mileage_km,fuel_type,engine_cc,model_year,level,car_body_color,seat_count,drive_mode,motor_power_kw,battery_capacity_kwh,door_count,year,month,transmission_Manual,car_age,mileage_per_year,is_electric,quarter,log_mileage
115993.0,45000.0,4.0,3982.0,2019.0,22.0,3.0,4,3.0,0.0,0.0,2.0,2019,3,0,0.0,45000.0,0,1,10.714439990727769
5416.0,62800.0,7.0,1908.792198826372,2022.0,11.0,1.0,4,11.0,60.0,33.5,5.0,2022,7,0,0.0,62800.0,1,3,11.047726275896391
15573.0,65000.0,4.0,1991.0,2021.0,8.0,3.0,7,11.0,0.0,0.0,5.0,2021,10,0,0.0,65000.0,0,4,11.082157933374816
29145.0,86000.0,4.0,1995.0,2019.0,17.0,3.0,5,2.0,0.0,0.0,4.0,2019,11,0,0.0,86000.0,0,4,11.362114203075018
18841.0,13000.0,7.0,1908.792198826372,2026.0,19.0,0.0,5,7.0,220.0,81.9,5.0,2026,1,0,0.0,13000.0,1,1,9.472781556562168
7919.0,40000.0,7.0,1908.792198826372,2019.0,12.0,1.0,5,11.0,160.0,61.0,5.0,2021,12,0,2.0,13333.333333333334,1,4,10.596659732783579
3797.0,48000.0,4.0,1992.0,2015.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2015,9,0,0.0,48000.0,0,3,10.778977123006351
18959.0,59000.0,4.0,1395.0,2022.0,17.0,0.0,5,11.0,0.0,0.0,5.0,2022,2,0,0.0,59000.0,0,1,10.985309671896763
4239.0,55000.0,7.0,1908.792198826372,2022.0,16.0,3.0,0,7.0,60.0,0.0,5.0,2022,11,0,0.0,55000.0,0,4,10.915106645867503
20578.0,3000.0,8.0,1498.0,2025.0,17.0,1.0,5,7.0,150.0,32.6,5.0,2025,9,0,0.0,3000.0,1,3,8.006700845440367
21093.0,56400.0,0.0,1968.0,2023.0,19.0,3.0,5,10.0,0.0,0.0,5.0,2024,1,0,1.0,28200.0,0,1,10.94024216782542
33120.0,3000.0,8.0,1496.0,2026.0,19.0,0.0,5,7.0,230.0,52.0,5.0,2026,4,0,0.0,3000.0,1,2,8.006700845440367
11040.0,9900.0,7.0,1908.792198826372,2025.0,13.0,3.0,5,11.0,70.0,42.3,5.0,2025,10,0,0.0,9900.0,1,4,9.200391041122515
23228.0,45000.0,7.0,1908.792198826372,2025.0,1.0,3.0,0,11.0,170.0,0.0,5.0,2025,10,0,0.0,45000.0,0,4,10.714439990727769
6771.0,87000.0,4.0,1498.0,2021.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2021,8,0,0.0,87000.0,0,3,11.373674891823535
8802.0,66000.0,7.0,1908.792198826372,2023.0,13.0,3.0,5,11.0,100.0,50.6,5.0,2024,8,0,1.0,33000.0,1,3,11.097425172408931
9832.0,124000.0,4.0,2290.0,2016.0,19.0,3.0,5,2.0,0.0,0.0,5.0,2016,9,0,0.0,124000.0,0,3,11.728044909070785
9273.0,95800.0,4.0,2998.0,2013.0,17.0,3.0,7,2.0,0.0,0.0,5.0,2017,2,0,4.0,19160.0,0,1,11.470028402317833
28968.0,70000.0,8.0,1496.0,2023.0,19.0,3.0,6,9.0,330.0,40.9,5.0,2024,4,0,1.0,35000.0,1,2,11.156264806643742
14690.0,98200.0,4.0,1991.0,2023.0,8.0,0.0,7,11.0,0.0,0.0,5.0,2023,4,0,0.0,98200.0,0,2,11.494771677590096
88025.0,55000.0,4.0,3993.0,2015.0,15.0,0.0,5,2.0,0.0,0.0,4.0,2016,10,0,1.0,27500.0,0,4,10.915106645867503
32354.0,5000.0,4.0,1997.0,2025.0,20.0,3.0,5,3.0,0.0,0.0,4.0,2026,2,0,1.0,2500.0,0,1,8.517393171418904
9214.0,23000.0,7.0,1908.792198826372,2024.0,19.0,3.0,5,7.0,250.0,77.0,5.0,2023,11,0,0.0,23000.0,1,4,10.043292972227004
2576.0,113600.0,4.0,1598.0,2015.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2016,11,1,1.0,56800.0,0,4,11.640447588047344
88025.0,1400.0,1.0,2998.0,2026.0,19.0,0.0,5,10.0,0.0,0.0,5.0,2026,5,0,0.0,1400.0,0,2,7.244941546337007
16177.0,8500.0,6.0,1498.0,2025.0,17.0,3.0,5,11.0,160.0,26.6,5.0,2026,2,0,1.0,4250.0,1,1,9.04793908261736
22565.0,11400.0,6.0,1499.0,2025.0,12.0,0.0,5,11.0,165.0,43.24,5.0,2025,10,0,0.0,11400.0,1,4,9.34145634983372
39125.0,4000.0,7.0,1908.792198826372,2026.0,14.0,3.0,6,9.0,520.0,102.0,5.0,2025,11,0,0.0,4000.0,1,4,8.294299608857235
34856.0,27600.0,4.0,1987.0,2020.0,17.0,3.0,5,2.0,0.0,0.0,5.0,2021,6,0,1.0,13800.0,0,2,10.225607282932941
5269.0,80000.0,4.0,1997.0,2017.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2017,6,0,0.0,80000.0,0,2,11.289794413577894
14396.0,15000.0,7.0,1908.792198826372,2024.0,20.0,2.0,5,7.0,220.0,73.6,4.0,2025,5,0,1.0,7500.0,1,2,9.61587214452889
19106.0,7000.0,7.0,1908.792198826372,2024.0,19.0,3.0,6,7.0,200.0,82.28,5.0,2025,4,0,1.0,3500.0,1,2,8.853808274977197
21932.0,20000.0,8.0,1496.0,2023.0,19.0,3.0,5,9.0,330.0,40.9,5.0,2024,3,0,1.0,10000.0,1,1,9.90353755128617
18959.0,88000.0,4.0,1984.0,2023.0,17.0,3.0,7,2.0,0.0,0.0,5.0,2023,7,0,0.0,88000.0,0,3,11.385103457032141
6741.0,65000.0,6.0,1498.0,2024.0,13.0,3.0,5,11.0,132.0,8.32,4.0,2024,10,0,0.0,65000.0,1,4,11.082157933374816
9155.0,9100.0,4.0,1494.0,2024.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2024,8,0,0.0,9100.0,0,3,9.116139576577355
13041.0,93000.0,4.0,1997.0,2020.0,7.0,1.0,5,3.0,0.0,0.0,4.0,2021,3,0,1.0,46500.0,0,1,11.440365524765756
23993.0,34800.0,7.0,1908.792198826372,2025.0,17.0,0.0,5,7.0,310.0,75.0,5.0,2025,2,0,0.0,34800.0,1,1,10.457401400981889
5152.0,20000.0,7.0,1908.792198826372,2025.0,16.0,3.0,0,7.0,30.0,0.0,5.0,2025,3,0,0.0,20000.0,0,1,9.90353755128617
2914.0,57000.0,7.0,1908.792198826372,2018.0,21.0,3.0,4,11.0,50.0,29.2,5.0,2018,11,0,0.0,57000.0,1,4,10.950824090522445
9980.0,9700.0,7.0,1908.792198826372,2025.0,13.0,3.0,5,7.0,85.0,40.16,5.0,2025,9,0,0.0,9700.0,1,3,9.179984251961283
12629.0,25000.0,4.0,1497.0,2021.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2022,7,0,1.0,12500.0,0,3,10.12667110305036
2031.0,70000.0,4.0,1499.0,2016.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2017,12,0,1.0,35000.0,0,4,11.156264806643742
7183.0,6900.0,7.0,1908.792198826372,2024.0,13.0,3.0,5,11.0,70.0,31.45,5.0,2024,11,0,0.0,6900.0,1,4,8.839421607620602
9538.0,95000.0,4.0,1995.0,2018.0,12.0,0.0,5,2.0,0.0,0.0,5.0,2018,6,0,0.0,95000.0,0,2,11.461642696843066
11746.0,40000.0,7.0,1908.792198826372,2024.0,12.0,0.0,5,9.0,205.0,69.77,5.0,2024,6,0,0.0,40000.0,1,2,10.596659732783579
11746.0,45000.0,4.0,1995.0,2020.0,12.0,1.0,5,2.0,0.0,0.0,5.0,2020,1,0,0.0,45000.0,0,1,10.714439990727769
29410.0,100.0,7.0,1908.792198826372,2026.0,17.0,0.0,5,7.0,240.0,85.0,5.0,2026,5,0,0.0,100.0,1,2,4.61512051684126
3871.0,90000.0,4.0,2360.0,2017.0,17.0,3.0,5,11.0,0.0,0.0,5.0,2018,1,0,1.0,45000.0,0,1,11.407576060361786
13218.0,132000.0,4.0,3471.0,2014.0,19.0,3.0,7,2.0,0.0,0.0,5.0,2015,2,0,1.0,66000.0,0,1,11.790564777297387
15132.0,35000.0,8.0,1499.0,2024.0,17.0,3.0,5,7.0,200.0,43.74,5.0,2025,3,0,1.0,17500.0,1,1,10.463131911491967
39567.0,9400.0,6.0,1995.0,2025.0,14.0,3.0,6,2.0,560.0,46.9,5.0,2025,11,0,0.0,9400.0,1,4,9.148571345578551
7477.0,108000.0,4.0,1798.0,2018.0,17.0,3.0,5,11.0,0.0,0.0,5.0,2018,1,0,0.0,108000.0,0,1,11.58989576532275
36505.0,20000.0,4.0,3604.0,2022.0,2.0,3.0,4,2.0,0.0,0.0,4.0,2023,4,0,1.0,10000.0,0,2,9.90353755128617
15456.0,19000.0,4.0,1997.0,2026.0,17.0,3.0,5,2.0,0.0,0.0,5.0,2019,9,0,0.0,19000.0,0,3,9.852246888342531
14101.0,16000.0,4.0,1989.0,2025.0,17.0,0.0,5,10.0,0.0,0.0,5.0,2024,11,0,0.0,16000.0,0,4,9.680406499268875
15720.0,18000.0,7.0,1908.792198826372,2025.0,1.0,3.0,0,11.0,170.0,0.0,5.0,2025,9,0,0.0,18000.0,0,3,9.798182590890704
12776.0,100.0,6.0,1498.0,2026.0,18.0,3.0,5,11.0,120.0,15.87,4.0,1990,1,0,0.0,100.0,1,1,4.61512051684126
21903.0,18000.0,4.0,1395.0,2022.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2022,6,0,0.0,18000.0,0,2,9.798182590890704
40921.0,3100.0,8.0,1498.0,2026.0,20.0,0.0,5,7.0,227.0,53.4,4.0,2025,12,0,0.0,3100.0,1,4,8.03947991910045
24832.0,48900.0,1.0,1969.0,2024.0,20.0,0.0,5,11.0,0.0,0.0,4.0,2023,11,0,0.0,48900.0,0,4,10.797553125151618
13984.0,6600.0,6.0,1499.0,2025.0,17.0,3.0,6,11.0,199.0,19.43,5.0,2025,4,0,0.0,6600.0,1,2,8.79497643168877
2502.0,101500.0,4.0,1498.0,2017.0,17.0,3.0,7,11.0,0.0,0.0,5.0,2017,8,0,0.0,101500.0,0,3,11.527823929632195
14101.0,52000.0,7.0,1908.792198826372,2025.0,4.0,3.0,0,11.0,125.0,0.0,5.0,2025,7,0,0.0,52000.0,0,3,10.859018228147887
5858.0,40000.0,4.0,1591.0,2019.0,13.0,1.0,5,11.0,0.0,0.0,4.0,2019,11,0,0.0,40000.0,0,4,10.596659732783579
25318.0,6000.0,7.0,1908.792198826372,2025.0,7.0,3.0,5,7.0,194.0,62.5,4.0,2025,9,0,0.0,6000.0,1,3,8.699681400989514
1177.0,91100.0,4.0,1908.792198826372,2017.0,0.0,3.0,7,11.0,0.0,0.0,5.0,2017,9,1,0.0,91100.0,0,3,11.419724060136211
38713.0,2300.0,6.0,2487.0,2022.0,17.0,3.0,5,11.0,134.0,18.12,5.0,2022,9,0,0.0,2300.0,1,3,7.741099090035366
18223.0,136000.0,5.0,1993.0,2019.0,6.0,0.0,7,11.0,135.0,0.0,5.0,2020,6,0,1.0,68000.0,0,2,11.820417517632333
5269.0,33400.0,7.0,1908.792198826372,2023.0,10.0,3.0,5,11.0,36.0,30.2,5.0,2024,7,0,1.0,16700.0,1,3,10.416341118636355
8684.0,20000.0,4.0,1961.0,2023.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2023,10,0,0.0,20000.0,0,4,9.90353755128617
10745.0,30600.0,7.0,1908.792198826372,2023.0,13.0,2.0,5,11.0,135.0,47.8,5.0,2024,4,0,1.0,15300.0,1,2,10.328787967145063
14425.0,20000.0,7.0,1908.792198826372,2023.0,19.0,1.0,5,11.0,180.0,68.4,5.0,2024,5,0,1.0,10000.0,1,2,9.90353755128617
48104.0,1500.0,4.0,2261.0,2024.0,19.0,3.0,7,10.0,0.0,0.0,5.0,2025,12,0,1.0,750.0,0,4,7.313886831633462
5711.0,170000.0,4.0,1598.0,2026.0,17.0,1.0,5,11.0,0.0,0.0,5.0,2017,9,0,0.0,170000.0,0,3,12.04355959836804
6108.0,133400.0,4.0,1598.0,2020.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2019,12,0,0.0,133400.0,0,4,11.801114908687438
47104.0,8470.0,8.0,1496.0,2025.0,14.0,0.0,6,9.0,392.0,53.4,5.0,2025,12,0,0.0,8470.0,1,4,9.044403844431551
48281.0,14000.0,6.0,1497.0,2026.0,14.0,3.0,6,10.0,380.0,65.0,5.0,2026,1,0,0.0,14000.0,1,1,9.546884034617925
528153.0,1400.0,6.0,2992.0,2022.0,22.0,0.0,2,5.0,122.0,7.45,2.0,2023,10,0,1.0,700.0,1,4,7.244941546337007
18694.0,10000.0,6.0,1499.0,2026.0,17.0,3.0,5,11.0,150.0,32.66,5.0,2026,1,0,0.0,10000.0,1,1,9.210440366976517
13424.0,40000.0,4.0,1995.0,2017.0,18.0,1.0,5,3.0,0.0,0.0,4.0,2018,2,0,1.0,20000.0,0,1,10.596659732783579
5858.0,20000.0,7.0,1908.792198826372,2026.0,10.0,1.0,5,11.0,40.0,28.08,5.0,2025,4,0,0.0,20000.0,1,2,9.90353755128617
3650.0,220000.0,3.0,1947.0,2014.0,8.0,3.0,7,3.0,0.0,0.0,5.0,2015,11,1,1.0,110000.0,0,4,12.301387370778713
16015.0,15000.0,6.0,1499.0,2024.0,12.0,0.0,5,11.0,150.0,27.2,5.0,2024,11,0,0.0,15000.0,1,4,9.61587214452889
37977.0,6000.0,7.0,1908.792198826372,2026.0,14.0,0.0,6,9.0,520.0,102.0,5.0,2026,3,0,0.0,6000.0,1,1,8.699681400989514
16751.0,62000.0,4.0,1395.0,2023.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2023,5,0,0.0,62000.0,0,2,11.034905792929415
14425.0,44000.0,4.0,1998.0,2021.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2023,8,0,2.0,14666.666666666666,0,3,10.691967639914864
1530.0,80000.0,4.0,1368.0,2014.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2015,6,0,1.0,40000.0,0,2,11.289794413577894
6741.0,47000.0,7.0,1908.792198826372,2023.0,13.0,3.0,4,11.0,50.0,31.9,5.0,2023,4,0,0.0,47000.0,1,2,10.757924157061597
5137.0,100000.0,4.0,1496.0,2017.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2017,10,0,0.0,100000.0,0,4,11.51293546492023
18517.0,7000.0,6.0,1499.0,2026.0,17.0,0.0,7,11.0,150.0,32.66,5.0,2025,8,0,0.0,7000.0,1,3,8.853808274977197
24729.0,10000.0,7.0,1908.792198826372,2022.0,17.0,3.0,5,7.0,194.0,60.0,5.0,2023,6,0,1.0,5000.0,1,2,9.210440366976517
12659.0,16000.0,4.0,1598.0,2025.0,7.0,3.0,5,11.0,0.0,0.0,5.0,2025,4,0,0.0,16000.0,0,2,9.680406499268875
27673.0,8000.0,7.0,1908.792198826372,2024.0,20.0,3.0,5,7.0,230.0,94.5,4.0,2024,6,0,0.0,8000.0,1,2,8.987321812850125
8758.0,28000.0,4.0,1398.0,2022.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2022,9,0,0.0,28000.0,0,3,10.239995502805316
12040.0,7000.0,6.0,1499.0,2026.0,17.0,0.0,7,11.0,160.0,25.0,5.0,2026,1,0,0.0,7000.0,1,1,8.853808274977197
7624.0,120000.0,8.0,1498.0,2021.0,17.0,1.0,5,9.0,405.0,35.0,5.0,2021,12,0,0.0,120000.0,1,4,11.695255355062795
23375.0,52000.0,6.0,1497.0,2022.0,8.0,3.0,7,11.0,170.0,40.06,5.0,2023,8,0,1.0,26000.0,1,3,10.859018228147887
19989.0,3500.0,7.0,1908.792198826372,2025.0,17.0,1.0,5,9.0,412.0,85.0,5.0,2026,1,0,1.0,1750.0,1,1,8.160803920954665
36181.0,30000.0,4.0,1908.792198826372,2022.0,1.0,0.0,0,11.0,0.0,0.0,4.603574926542605,2023,1,0,1.0,15000.0,0,1,10.308985993422082
2914.0,80000.0,4.0,1997.0,2017.0,17.0,0.0,5,11.0,0.0,0.0,5.0,2019,3,0,2.0,26666.666666666668,0,1,11.289794413577894
31795.0,32000.0,4.0,1998.0,2023.0,17.0,0.0,5,2.0,0.0,0.0,5.0,2023,8,0,0.0,32000.0,0,3,10.373522431293592
19400.0,100.0,7.0,1908.792198826372,2026.0,17.0,3.0,5,7.0,220.0,81.9,5.0,2026,6,0,0.0,100.0,1,2,4.61512051684126
4592.0,65000.0,4.0,1349.0,2019.0,13.0,3.0,7,11.0,0.0,0.0,5.0,2019,7,0,0.0,65000.0,0,3,11.082157933374816
2944.0,82000.0,4.0,1368.0,2017.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2017,10,0,0.0,82000.0,0,4,11.314486721293981
7934.0,85300.0,4.0,1395.0,2022.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2022,11,0,0.0,85300.0,0,4,11.353941456740479
9538.0,12000.0,7.0,1908.792198826372,2026.0,11.0,3.0,5,11.0,75.0,54.0,5.0,2025,6,0,0.0,12000.0,1,2,9.392745258631441
9538.0,60000.0,4.0,1995.0,2017.0,17.0,0.0,5,2.0,0.0,0.0,5.0,2019,6,0,2.0,20000.0,0,2,11.002116507732017
14734.0,23000.0,7.0,1908.792198826372,2024.0,20.0,3.0,5,7.0,220.0,94.3,4.0,2025,4,0,1.0,11500.0,1,2,10.043292972227004
101273.0,14800.0,4.0,1991.0,2021.0,22.0,2.0,2,5.0,0.0,0.0,2.0,2024,1,0,3.0,3700.0,0,1,9.60245002503719
26172.0,52000.0,4.0,1908.792198826372,2019.0,19.0,3.0,0,11.0,0.0,0.0,4.603574926542605,2019,10,0,0.0,52000.0,0,4,10.859018228147887
21461.0,11600.0,7.0,1908.792198826372,2025.0,17.0,0.0,5,7.0,218.0,68.5,5.0,2025,8,0,0.0,11600.0,1,3,9.358846580275406
4680.0,170000.0,4.0,1395.0,2014.0,11.0,3.0,5,11.0,0.0,0.0,5.0,2015,8,1,1.0,85000.0,0,3,12.04355959836804
9685.0,32000.0,4.0,1494.0,2022.0,13.0,3.0,5,11.0,0.0,0.0,5.0,2023,4,0,1.0,16000.0,0,2,10.373522431293592
27055.0,28000.0,4.0,1395.0,2023.0,17.0,0.0,5,11.0,0.0,0.0,5.0,2023,1,0,0.0,28000.0,0,1,10.239995502805316
104217.0,32000.0,1.0,2996.0,2025.0,19.0,0.0,5,10.0,0.0,0.0,5.0,2025,1,0,0.0,32000.0,0,1,10.373522431293592
28851.0,36000.0,8.0,1496.0,2023.0,19.0,3.0,5,9.0,330.0,40.9,5.0,2023,4,0,0.0,36000.0,1,2,10.491301994830229
17192.0,52000.0,4.0,1496.0,2021.0,13.0,0.0,5,11.0,0.0,0.0,4.0,2022,6,0,1.0,26000.0,0,2,10.859018228147887
26319.0,4300.0,8.0,1499.0,2025.0,17.0,3.0,5,9.0,365.0,42.0,5.0,2025,5,0,0.0,4300.0,1,2,8.366602832783736
1545.0,54600.0,4.0,1499.0,2014.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2015,9,1,1.0,27300.0,0,3,10.907807476583594
8508.0,43000.0,5.0,1999.0,2023.0,13.0,3.0,5,11.0,134.0,2.1,4.0,2023,1,0,0.0,43000.0,1,1,10.668978650219241
93913.0,130000.0,4.0,1908.792198826372,2018.0,19.0,0.0,0,11.0,0.0,0.0,4.603574926542605,2018,11,0,0.0,130000.0,0,4,11.775297421715827
55641.0,9300.0,8.0,1496.0,2025.0,14.0,0.0,6,9.0,392.0,53.4,5.0,2025,11,0,0.0,9300.0,1,4,9.137877200242468
9052.0,103600.0,7.0,1908.792198826372,2022.0,12.0,3.0,5,11.0,160.0,76.8,5.0,2023,6,0,1.0,51800.0,1,2,11.548302261270587
3356.0,40000.0,4.0,1370.0,2022.0,16.0,3.0,0,5.0,0.0,0.0,5.0,2024,1,1,2.0,13333.333333333334,0,1,10.596659732783579
11746.0,65000.0,4.0,1998.0,2021.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2021,10,0,0.0,65000.0,0,4,11.082157933374816
110400.0,49000.0,1.0,2996.0,2020.0,19.0,0.0,5,2.0,0.0,0.0,5.0,2021,1,0,1.0,24500.0,0,1,10.799595985047786
3797.0,43500.0,4.0,1368.0,2017.0,12.0,1.0,5,11.0,0.0,0.0,5.0,2017,11,0,0.0,43500.0,0,4,10.680539205318292
14720.0,40000.0,7.0,1908.792198826372,2022.0,12.0,1.0,5,7.0,200.0,66.0,5.0,2022,9,0,0.0,40000.0,1,3,10.596659732783579
21608.0,110000.0,4.0,3456.0,2015.0,8.0,3.0,7,2.0,0.0,0.0,5.0,2016,1,0,1.0,55000.0,0,1,11.608244735642321
3208.0,90000.0,4.0,1499.0,2018.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2018,12,0,0.0,90000.0,0,4,11.407576060361786
6624.0,22500.0,4.0,1395.0,2019.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2020,10,1,1.0,11250.0,0,4,10.021315031649332
23257.0,8000.0,7.0,1908.792198826372,2025.0,17.0,0.0,5,7.0,240.0,60.0,5.0,2025,11,0,0.0,8000.0,1,4,8.987321812850125
10127.0,11000.0,7.0,1908.792198826372,2024.0,13.0,3.0,5,11.0,70.0,44.928,5.0,2026,7,0,2.0,3666.6666666666665,1,3,9.305741456739435
11540.0,17400.0,7.0,1908.792198826372,2022.0,12.0,3.0,5,11.0,150.0,60.48,5.0,2022,11,0,0.0,17400.0,1,4,9.76428295481558
19872.0,2000.0,3.0,1996.0,2025.0,8.0,0.0,7,3.0,0.0,0.0,5.0,2025,5,0,0.0,2000.0,0,2,7.601402334583733
49576.0,32000.0,8.0,1496.0,2024.0,14.0,0.0,6,9.0,330.0,52.3,5.0,2025,4,0,1.0,16000.0,1,2,10.373522431293592
10863.0,15000.0,8.0,1480.0,2024.0,7.0,3.0,5,7.0,175.0,18.99,5.0,2024,7,0,0.0,15000.0,1,3,9.61587214452889
54287.0,36000.0,7.0,1908.792198826372,2024.0,15.0,3.0,5,9.0,450.0,102.0,5.0,2024,4,0,0.0,36000.0,1,2,10.491301994830229
8360.0,47000.0,4.0,1480.0,2023.0,12.0,0.0,5,11.0,0.0,0.0,5.0,2023,3,0,0.0,47000.0,0,1,10.757924157061597
14690.0,100.0,7.0,1908.792198826372,2026.0,12.0,3.0,5,11.0,120.0,51.9,5.0,2026,6,0,0.0,100.0,1,2,4.61512051684126
9832.0,50000.0,6.0,1499.0,2024.0,13.0,3.0,5,11.0,150.0,18.3,4.0,2024,3,0,0.0,50000.0,1,1,10.819798284210286
15529.0,37000.0,4.0,1497.0,2023.0,12.0,3.0,5,11.0,0.0,0.0,5.0,2024,1,0,1.0,18500.0,0,1,10.518700218288165
16751.0,30000.0,3.0,2000.0,2025.0,4.0,3.0,0,3.0,0.0,0.0,5.0,2025,1,1,0.0,30000.0,0,1,10.308985993422082
7654.0,144600.0,4.0,3604.0,2014.0,8.0,3.0,7,11.0,0.0,0.0,5.0,2016,5,0,2.0,48200.0,0,2,11.88173350431221
7360.0,5000.0,4.0,1598.0,2026.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2026,1,0,0.0,5000.0,0,1,8.517393171418904
43541.0,10600.0,8.0,1496.0,2025.0,14.0,2.0,5,9.0,392.0,37.0,5.0,2025,9,0,0.0,10600.0,1,3,9.268703615273097
19577.0,30000.0,6.0,1497.0,2024.0,8.0,0.0,7,11.0,150.0,34.944,5.0,2024,5,0,0.0,30000.0,1,2,10.308985993422082
14572.0,8000.0,3.0,2771.0,2025.0,5.0,1.0,0,10.0,0.0,0.0,4.0,2026,1,1,1.0,4000.0,0,1,8.987321812850125
273497.0,31000.0,4.0,3996.0,2018.0,19.0,3.0,5,2.0,0.0,0.0,5.0,2019,5,0,1.0,15500.0,0,2,10.34177474101152
25024.0,14000.0,8.0,1497.0,2025.0,19.0,3.0,5,7.0,231.0,39.05,4.0,2025,8,0,0.0,14000.0,1,3,9.546884034617925
16633.0,29900.0,4.0,1395.0,2023.0,13.0,0.0,5,11.0,0.0,0.0,4.0,2022,12,0,0.0,29900.0,0,4,10.305647203635566
21049.0,200.0,6.0,1499.0,2026.0,17.0,3.0,5,2.0,220.0,23.7,5.0,2026,3,0,0.0,200.0,1,1,5.303304908059076
13218.0,41000.0,7.0,1908.792198826372,2024.0,12.0,0.0,5,7.0,135.0,65.69,5.0,2024,11,0,0.0,41000.0,1,4,10.62135173563291
824320.0,4000.0,6.0,3990.0,2021.0,22.0,3.0,2,4.0,162.0,7.9,2.0,2022,7,0,1.0,2000.0,1,3,8.294299608857235
5578.0,66300.0,4.0,1598.0,2019.0,17.0,3.0,5,11.0,0.0,0.0,5.0,2019,9,0,0.0,66300.0,0,3,11.101960259016467
12924.0,23000.0,4.0,1498.0,2025.0,11.0,3.0,5,11.0,0.0,0.0,5.0,2024,4,0,0.0,23000.0,0,2,10.043292972227004
13041.0,23000.0,7.0,1908.792198826372,2023.0,12.0,3.0,5,7.0,200.0,49.0,5.0,2023,10,0,0.0,23000.0,1,4,10.043292972227004
12629.0,54000.0,4.0,1997.0,2019.0,20.0,3.0,5,3.0,0.0,0.0,4.0,2019,6,0,0.0,54000.0,0,2,10.896757843893464
7919.0,87000.0,7.0,1908.792198826372,2024.0,16.0,3.0,0,7.0,60.0,0.0,4.0,2024,6,0,0.0,87000.0,0,2,11.373674891823535
3797.0,92000.0,4.0,1598.0,2015.0,13.0,1.0,5,11.0,0.0,0.0,5.0,2016,12,0,1.0,46000.0,0,4,11.429554725537322
16309.0,3000.0,6.0,1499.0,2025.0,17.0,2.0,6,11.0,199.0,19.43,5.0,2025,5,0,0.0,3000.0,1,2,8.006700845440367
26466.0,13500.0,7.0,1908.792198826372,2026.0,19.0,0.0,5,7.0,215.0,82.0,5.0,2025,12,0,0.0,13500.0,1,4,9.510519035757246
3944.0,120000.0,7.0,1908.792198826372,2019.0,12.0,3.0,5,11.0,160.0,52.56,5.0,2019,12,0,0.0,120000.0,1,4,11.695255355062795
17487.0,9800.0,7.0,1908.792198826372,2025.0,17.0,0.0,5,7.0,240.0,60.0,5.0,2026,1,0,1.0,4900.0,1,1,9.19023970026918
54169.0,100.0,8.0,1496.0,2025.0,14.0,0.0,6,7.0,227.0,53.4,5.0,2026,4,0,1.0,50.0,1,2,4.61512051684126
4533.0,53400.0,4.0,1587.0,2016.0,13.0,3.0,5,11.0,0.0,0.0,4.0,2017,9,0,1.0,26700.0,0,3,10.885584751364705
13512.0,3000.0,6.0,1499.0,2024.0,12.0,3.0,5,11.0,150.0,19.43,5.0,2025,6,0,1.0,1500.0,1,2,8.006700845440367
3532.0,70100.0,4.0,1598.0,2018.0,17.0,3.0,5,11.0,0.0,0.0,5.0,2018,12,0,0.0,70100.0,0,4,11.157692338256169
19106.0,74000.0,7.0,1908.792198826372,2023.0,19.0,3.0,5,7.0,247.0,115.0,5.0,2023,8,0,0.0,74000.0,1,3,11.211833885608513
19106.0,240000.0,5.0,2997.0,2017.0,19.0,3.0,7,2.0,89.0,0.0,5.0,2018,3,0,1.0,120000.0,0,1,12.388398368982115
12040.0,100.0,7.0,1908.792198826372,2026.0,13.0,3.0,5,11.0,120.0,42.8,5.0,2026,4,0,0.0,100.0,1,2,4.61512051684126
7772.0,150000.0,4.0,2498.0,2016.0,17.0,1.0,5,10.0,0.0,0.0,5.0,2015,12,0,0.0,150000.0,0,4,11.918397239722838
18664.0,21000.0,4.0,1495.0,2021.0,0.0,3.0,7,11.0,0.0,0.0,5.0,2022,12,0,1.0,10500.0,0,4,9.952325334619427
2576.0,80000.0,4.0,1499.0,2017.0,9.0,3.0,0,5.0,0.0,0.0,2.0,2019,12,1,2.0,26666.666666666668,0,4,11.289794413577894
