student_id,age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades,gender_Female,gender_Male,gender_Other,gaming_genre_Casual,gaming_genre_FPS,gaming_genre_RPG,total_screen_hours,free_time,gaming_study_ratio
1629,22,4.13,3.59,6.31,63.59,0.8,8.27,271.27,8.39,1,69.54978723104247,1,0,0,0,0,1,12.399999999999999,9.970000000000002,0.8997821350762527
1630,23,7.24,3.17,4.97,66.67,4.02,8.54,234.4,14.6,0,21.61,0,1,0,0,1,0,15.78,8.62,1.73621103117506
1631,21,6.32,2.15,8.57,60.77,1.91,10.17,255.5,16.88,0,28.21,0,1,0,0,1,0,16.490000000000002,6.960000000000001,2.0063492063492063
1632,20,7.27,7.81,6.04,70.65,3.46,10.89,257.57,11.96,0,56.44821179014262,0,1,0,0,1,0,18.16,2.8800000000000026,0.8251986379114643
1633,21,1.75,7.22,5.06,72.26,1.5,5.01,279.86,3.54,2,88.07,1,0,0,0,1,0,6.76,9.970000000000002,0.2128953771289538
1634,17,4.2,6.49,7.46,99.81,3.98,8.04,282.49,11.9,1,77.45,1,0,0,0,1,0,12.239999999999998,5.849999999999997,0.5607476635514019
1635,16,6.74,1.37,5.22,99.67,0.53,11.1,245.54,15.87,0,23.62,0,1,0,1,0,0,17.84,10.67,2.8438818565400843
1636,22,0.89,7.87,8.72,67.48,3.13,2.08,301.9,3.4,1,100.0,0,1,0,0,1,0,2.97,6.519999999999999,0.10033821871476888
1637,22,6.36,6.78,5.84,68.52,4.04,9.76,240.05,10.59,0,55.72,0,1,0,0,1,0,16.12,5.019999999999999,0.8174807197943444
1638,17,1.46,9.67,7.32,79.68,3.3,6.55,311.3,3.78,1,100.0,0,1,0,1,0,0,8.01,5.55,0.13683223992502344
1639,17,6.46,6.28,5.73,65.95,3.48,10.11,242.99,16.04,0,57.47,1,0,0,1,0,0,16.57,5.5299999999999985,0.8873626373626373
1640,16,4.9,3.74,8.04,80.16,2.63,6.24,260.71,8.67,1,53.16,0,1,0,1,0,0,11.14,7.3199999999999985,1.0337552742616034
1641,23,1.55,4.43,8.48,75.98,2.8,6.43,294.53,7.19,1,84.35,0,1,0,0,1,0,7.9799999999999995,9.54,0.28545119705340705
1642,23,3.79,2.58,7.94,72.98,0.33,9.5,266.93,11.01,1,52.86,0,1,0,0,0,1,13.29,9.690000000000001,1.058659217877095
1643,16,5.46,7.51,8.24,92.9,1.25,10.72,244.82,11.21,0,85.62030008898354,1,0,0,0,0,1,16.18,2.790000000000002,0.6415981198589894
1644,23,5.07,7.37,4.51,93.12,3.61,7.88,254.06,12.24,2,75.1809678456687,1,0,0,0,0,1,12.95,7.049999999999999,0.6057347670250895
1645,24,3.42,2.81,8.62,99.52,4.73,7.09,277.67,10.17,1,66.27,0,1,0,0,0,1,10.51,9.150000000000002,0.8976377952755905
1646,19,7.19,2.43,7.12,68.92,2.71,11.15,237.26,17.08,0,21.89,0,1,0,0,0,1,18.34,7.259999999999999,2.0962099125364433
1647,16,4.15,1.69,8.35,95.53,3.63,8.73,261.97,11.66,1,62.5421175763498,0,1,0,1,0,0,12.88,9.809999999999999,1.54275092936803
1648,16,4.05,9.21,7.42,81.51,3.42,8.38,278.96,6.81,1,99.27415635073766,1,0,0,0,1,0,12.43,3.3199999999999994,0.39666993143976487
1649,18,0.5,3.1,5.01,83.66,5.0,2.5,304.92,6.51,1,64.65,0,1,0,0,1,0,3.0,15.389999999999999,0.12195121951219513
1650,20,7.38,4.1,7.05,95.85,3.98,12.6,239.13,23.01,0,36.68,1,0,0,0,0,1,19.98,5.469999999999998,1.447058823529412
1651,20,1.42,3.52,4.45,97.71,3.14,6.67,294.3,8.32,1,74.93,1,0,0,0,0,1,8.09,14.610000000000001,0.3141592920353982
1652,24,4.23,4.72,7.48,89.07,0.58,7.25,289.41,10.2,1,71.19,1,0,0,0,1,0,11.48,7.57,0.7395104895104896
1653,17,6.43,7.43,6.05,73.91,1.81,8.08,249.32,12.88,0,71.16960557712898,0,1,0,1,0,0,14.51,4.09,0.7627520759193357
1654,17,1.72,8.84,4.76,79.59,1.25,5.76,307.77,4.69,2,94.15,1,0,0,0,0,1,7.4799999999999995,8.68,0.17479674796747968
1655,21,4.22,2.64,8.9,84.6,4.27,7.01,267.64,11.4,1,59.7,1,0,0,0,0,1,11.23,8.239999999999998,1.1593406593406592
1656,24,1.93,7.18,8.51,93.15,2.23,6.64,302.91,8.35,1,100.0,0,1,0,0,0,1,8.57,6.380000000000001,0.23594132029339854
1657,16,6.08,4.17,8.47,86.32,2.68,8.66,234.52,12.15,0,54.95,0,1,0,1,0,0,14.74,5.279999999999998,1.1760154738878144
1658,24,4.51,9.82,7.94,74.62,4.82,6.82,256.12,10.13,1,87.22,0,1,0,1,0,0,11.33,1.7299999999999995,0.41682070240295743
1659,24,6.85,3.69,7.46,76.72,4.18,12.19,234.73,18.88,0,39.66,0,1,0,0,1,0,19.04,5.999999999999998,1.4605543710021323
1660,24,7.16,1.06,7.28,62.02,3.95,11.24,249.26,16.15,0,17.39,0,1,0,0,1,0,18.4,8.5,3.4757281553398056
1661,20,5.19,5.64,4.53,96.97,0.71,6.62,267.79,11.32,0,64.62,1,0,0,0,1,0,11.81,8.639999999999997,0.7816265060240964
1662,24,5.8,2.36,8.5,63.52,0.11,10.25,228.03,16.58,0,44.17283956154585,0,1,0,1,0,0,16.05,7.340000000000001,1.7261904761904763
1663,19,4.39,1.4,8.41,83.2,0.63,9.15,257.46,13.59,1,42.68,1,0,0,0,0,1,13.54,9.8,1.8291666666666666
1664,17,3.08,7.28,7.74,94.87,3.7,5.26,282.17,8.86,1,97.21,0,1,0,1,0,0,8.34,5.899999999999999,0.37198067632850235
1665,21,5.18,7.59,8.64,76.83,2.05,11.02,270.4,11.14,0,80.55556820012251,0,0,1,1,0,0,16.2,2.59,0.6030267753201397
1666,19,7.27,5.15,6.77,92.01,0.59,10.13,235.2,13.86,0,63.15608330204601,0,1,0,0,0,1,17.4,4.810000000000002,1.1821138211382112
1667,21,3.33,7.09,6.24,92.15,3.7,9.03,254.67,8.04,1,88.91,1,0,0,0,1,0,12.36,7.34,0.411619283065513
1668,18,2.52,5.84,8.84,62.39,0.97,4.99,278.03,5.23,1,84.02,0,1,0,0,1,0,7.51,6.800000000000001,0.368421052631579
1669,21,3.11,6.67,6.32,76.49,2.95,7.16,289.88,8.68,1,69.69,0,1,0,0,1,0,10.27,7.899999999999999,0.40547588005215124
1670,17,3.48,6.37,7.21,87.64,3.71,7.07,280.28,8.57,1,79.57,1,0,0,1,0,0,10.55,6.939999999999998,0.47218453188602444
1671,17,0.59,6.99,5.87,76.89,3.04,6.55,314.27,3.84,1,87.32,0,1,0,0,1,0,7.14,10.549999999999997,0.07384230287859825
1672,24,3.99,2.8,7.18,81.81,4.97,7.03,283.24,8.98,1,55.57,1,0,0,0,0,1,11.02,10.03,1.05
1673,22,3.95,3.42,7.6,83.78,2.17,5.85,269.14,7.1,1,63.12,1,0,0,0,1,0,9.8,9.029999999999998,0.8936651583710408
1674,18,4.71,4.96,7.12,66.05,1.56,9.88,270.47,11.08,1,53.86,0,1,0,0,1,0,14.59,7.209999999999998,0.790268456375839
1675,16,2.9,5.02,6.57,76.48,1.01,4.11,301.62,11.27,1,74.77,1,0,0,0,1,0,7.01,9.51,0.4817275747508306
1676,23,4.9,7.97,5.5,61.14,2.52,10.32,263.44,13.91,2,69.07,1,0,0,0,0,1,15.22,5.630000000000001,0.5462653288740247
1677,21,7.03,4.31,7.22,65.99,4.26,8.58,226.7,14.88,0,39.81,0,1,0,0,1,0,15.61,5.440000000000002,1.3239171374764596
1678,22,7.64,2.46,8.54,80.49,4.73,11.5,224.05,14.21,0,29.72,1,0,0,0,0,1,19.14,5.36,2.208092485549133
1679,24,4.67,3.26,4.03,82.94,4.86,9.24,254.93,9.64,1,42.32,1,0,0,0,0,1,13.91,12.040000000000001,1.096244131455399
1680,20,0.34,2.93,4.67,65.85,2.66,3.02,293.51,1.94,1,44.9,0,1,0,1,0,0,3.36,16.06,0.08651399491094147
1681,16,7.75,7.58,4.6,90.22,3.03,12.97,219.09,20.83,2,61.227763024349386,0,1,0,1,0,0,20.72,4.070000000000002,0.9032634032634033
1682,22,5.65,5.23,8.62,74.92,2.91,9.62,258.56,13.74,0,76.29965047058526,1,0,0,0,0,1,15.27,4.5,0.9069020866773676
1683,20,2.69,7.38,7.31,96.83,2.33,5.67,287.81,7.3,1,97.65,0,1,0,1,0,0,8.36,6.620000000000003,0.3210023866348449
1684,18,1.18,4.75,8.76,75.51,0.76,3.81,319.43,5.9,1,91.95,0,1,0,0,1,0,4.99,9.31,0.20521739130434782
1685,24,1.15,9.01,6.91,65.99,0.33,2.71,307.64,1.14,1,100.0,0,1,0,0,0,1,3.86,6.93,0.11488511488511488
1686,16,1.34,9.85,6.31,90.32,2.18,5.54,312.76,7.59,1,105.63776964367035,1,0,0,0,0,1,6.88,6.500000000000001,0.12350230414746545
1687,16,0.36,7.03,7.96,82.71,0.93,3.18,298.08,1.36,1,97.4,0,1,0,0,1,0,3.54,8.649999999999999,0.044831880448318796
1688,16,7.22,8.77,4.8,75.47,4.43,9.82,228.97,18.06,2,67.46459232741266,0,1,0,1,0,0,17.04,3.21,0.7389969293756398
1689,18,4.33,5.57,5.91,74.24,3.81,10.08,265.35,14.88,1,63.6,1,0,0,0,1,0,14.41,8.19,0.6590563165905632
1690,21,5.6,9.41,6.33,66.03,3.09,7.96,244.55,10.57,0,88.30906279905216,0,1,0,0,1,0,13.559999999999999,2.66,0.5379442843419788
1691,18,6.62,8.48,5.49,73.63,0.24,12.0,255.82,15.93,2,78.63854946044593,1,0,0,0,1,0,18.62,3.4099999999999993,0.6983122362869199
1692,23,6.33,9.93,5.86,61.17,3.11,12.2,224.74,17.17,2,74.59773495795709,0,0,1,1,0,0,18.53,1.8800000000000008,0.5791399817017383
1693,17,7.06,6.61,4.39,80.1,3.11,12.17,234.14,16.1,0,40.48,1,0,0,0,1,0,19.23,5.94,0.9277266754270695
1694,24,7.74,8.01,4.99,95.87,2.2,8.84,238.45,15.51,2,52.24867624978114,1,0,0,0,1,0,16.58,3.26,0.8590455049944506
1695,18,3.51,5.89,5.68,91.81,3.29,8.85,285.51,8.89,1,67.81,0,1,0,1,0,0,12.36,8.92,0.5094339622641509
1696,20,7.6,3.33,7.98,61.14,4.29,9.67,225.0,12.51,0,26.14,1,0,0,0,1,0,17.27,5.090000000000002,1.7551963048498844
1697,23,5.79,4.19,4.91,95.25,3.79,8.56,241.52,15.08,0,45.24,0,1,0,1,0,0,14.350000000000001,9.11,1.115606936416185
1698,17,0.57,9.05,5.73,78.09,2.37,6.53,324.07,2.1,2,109.45276539185954,0,1,0,1,0,0,7.1000000000000005,8.649999999999999,0.05671641791044775
1699,21,5.45,1.5,4.32,67.64,1.31,8.47,249.39,7.83,0,25.53,0,1,0,0,0,1,13.920000000000002,12.73,2.18
1700,20,5.49,6.32,6.79,90.1,2.39,9.76,245.81,15.21,0,59.74,0,1,0,0,0,1,15.25,5.4,0.75
1701,24,7.25,4.35,7.06,72.91,4.73,9.8,243.0,16.74,0,37.72,1,0,0,1,0,0,17.05,5.34,1.355140186915888
1702,20,2.98,4.48,8.33,70.13,4.1,5.83,287.31,4.75,1,66.03,0,1,0,0,0,1,8.81,8.209999999999999,0.5437956204379562
1703,17,4.68,8.96,8.1,66.45,0.14,8.67,260.32,13.53,1,88.57853207065945,1,0,0,0,1,0,13.35,2.26,0.4698795180722891
1704,20,0.1,8.68,5.43,79.46,3.91,5.84,322.05,4.4,2,99.2,1,0,0,1,0,0,5.9399999999999995,9.790000000000001,0.010330578512396695
1705,19,2.66,6.39,4.68,63.74,0.85,5.07,292.53,6.53,1,68.01,1,0,0,0,1,0,7.73,10.27,0.3599458728010826
1706,22,0.5,3.46,4.78,91.42,2.86,2.74,313.46,1.42,1,69.07,0,1,0,0,1,0,3.24,15.259999999999998,0.11210762331838565
1707,21,4.17,5.28,8.84,78.83,4.03,5.3,271.5,8.66,1,76.56,1,0,0,1,0,0,9.469999999999999,5.709999999999999,0.6640127388535031
1708,17,6.54,4.67,7.37,77.88,2.81,8.55,219.89,14.5,0,45.0,0,1,0,0,1,0,15.09,5.419999999999997,1.1534391534391535
1709,20,1.65,4.18,4.21,60.07,2.02,3.96,299.14,2.88,1,66.17,0,1,0,1,0,0,5.609999999999999,13.959999999999999,0.3185328185328185
1710,22,4.22,1.93,4.68,92.71,1.61,5.53,262.96,11.33,1,43.107453045540765,0,0,1,0,0,1,9.75,13.170000000000002,1.4402730375426622
1711,22,1.63,5.89,6.43,79.71,1.53,5.45,292.45,6.28,1,80.53,0,1,0,1,0,0,7.08,10.05,0.23657474600870826
1712,20,0.97,3.72,5.04,77.6,4.19,2.6,301.51,2.48,1,65.84,0,1,0,0,1,0,3.5700000000000003,14.270000000000001,0.20550847457627117
1713,24,4.09,6.95,8.02,90.46,4.13,7.65,265.95,13.45,1,85.45,1,0,0,0,0,1,11.74,4.940000000000001,0.5144654088050314
1714,19,0.63,3.87,6.87,62.52,4.12,2.57,309.47,1.63,1,64.41,0,1,0,0,1,0,3.1999999999999997,12.629999999999997,0.1293634496919918
1715,18,4.7,4.88,7.06,74.67,1.41,10.38,265.26,15.34,1,62.99627092908436,1,0,0,0,1,0,15.080000000000002,7.360000000000002,0.7993197278911565
1716,19,0.25,1.47,6.31,83.03,3.99,2.79,309.66,2.36,1,60.62,0,1,0,0,1,0,3.04,15.970000000000002,0.10121457489878544
1717,20,0.85,9.93,5.28,78.42,0.18,2.31,314.98,3.95,2,100.0,0,1,0,0,1,0,3.16,7.9399999999999995,0.0777676120768527
1718,21,4.4,5.57,6.95,67.27,1.03,9.58,274.56,10.66,1,57.75,0,1,0,1,0,0,13.98,7.08,0.6697108066971081
1719,18,4.73,1.22,7.58,71.97,2.57,7.74,270.5,7.23,1,35.44,0,1,0,0,0,1,12.47,10.47,2.130630630630631
1720,17,0.23,5.87,5.85,72.01,2.03,5.33,326.59,3.97,1,75.45,0,1,0,0,0,1,5.5600000000000005,12.049999999999999,0.033478893740902474
1721,19,4.59,8.83,6.52,99.68,0.56,7.15,259.24,8.08,1,83.98685647617982,1,0,0,0,0,1,11.74,4.0600000000000005,0.46693794506612407
1722,20,6.71,7.95,8.2,73.05,0.21,10.21,236.77,13.94,0,83.50962321592839,1,0,0,1,0,0,16.92,1.1400000000000015,0.7497206703910615
1723,19,5.78,7.31,4.74,68.21,3.06,9.01,253.11,13.33,2,70.42910439965196,1,0,0,0,0,1,14.79,6.170000000000001,0.6955475330926596
1724,18,1.05,2.26,6.73,92.91,1.57,4.84,303.15,2.71,1,76.99,0,1,0,1,0,0,5.89,13.96,0.3220858895705522
1725,23,4.74,6.92,5.74,76.85,0.08,7.75,251.54,10.92,1,65.37,1,0,0,0,1,0,12.49,6.599999999999998,0.5984848484848485
1726,19,5.38,7.9,7.51,77.75,2.15,8.86,250.42,12.9,0,81.41349935088861,1,0,0,0,0,1,14.239999999999998,3.2100000000000017,0.6044943820224719
1727,17,0.3,6.15,4.09,81.96,1.53,4.7,332.75,-0.15,1,73.15,1,0,0,0,1,0,5.0,13.46,0.04195804195804195
1728,17,6.84,9.03,7.35,83.83,2.88,9.91,230.49,15.76,0,81.45614710643608,0,1,0,0,0,1,16.75,0.7800000000000011,0.6819541375872383
1729,16,7.25,3.49,4.51,83.62,4.65,11.67,225.06,15.47,0,22.43,1,0,0,0,1,0,18.92,8.749999999999998,1.6146993318485523
1730,19,6.8,3.18,4.32,61.38,1.54,11.37,232.93,13.75,0,11.57,1,0,0,1,0,0,18.169999999999998,9.7,1.6267942583732058
1731,24,6.6,8.83,7.62,92.75,4.99,11.34,246.37,11.57,0,88.38932573583665,0,1,0,0,1,0,17.939999999999998,0.9500000000000002,0.6714140386571719
1732,22,5.96,6.63,7.2,67.79,0.43,9.31,251.96,10.49,0,56.94,1,0,0,0,0,1,15.27,4.210000000000002,0.781127129750983
1733,22,5.07,1.01,8.47,71.69,0.44,6.09,266.22,10.7,0,42.98,0,1,0,0,0,1,11.16,9.449999999999998,2.522388059701493
1734,22,5.43,4.18,6.6,66.94,3.56,10.2,280.17,13.33,0,48.94,1,0,0,0,1,0,15.629999999999999,7.790000000000001,1.0482625482625483
1735,23,6.45,8.72,6.65,90.68,3.74,12.0,250.81,16.71,0,83.78949463816865,1,0,0,0,1,0,18.45,2.179999999999999,0.6635802469135802
1736,16,5.3,1.25,7.54,83.35,2.11,9.56,265.4,16.16,0,49.24108836510077,1,0,0,0,1,0,14.86,9.91,2.3555555555555556
1737,23,2.62,1.03,5.62,90.21,1.43,6.24,317.16,9.76,1,41.76,0,1,0,0,0,1,8.86,14.729999999999997,1.29064039408867
1738,19,3.01,3.53,4.18,86.14,3.97,6.81,288.78,9.91,1,46.98,0,1,0,0,0,1,9.82,13.28,0.6644591611479029
1739,19,7.18,9.23,5.15,64.17,4.78,11.38,229.92,18.83,2,68.78802040000384,1,0,0,0,0,1,18.560000000000002,2.4399999999999995,0.7018572825024437
1740,19,0.14,9.11,5.19,72.06,4.95,6.13,315.29,3.64,2,97.44,0,1,0,0,0,1,6.27,9.559999999999999,0.01384767556874382
1741,21,5.59,5.67,5.68,80.29,3.17,6.9,263.49,12.16,0,53.69,0,1,0,0,0,1,12.49,7.059999999999999,0.8380809595202399
1742,22,7.64,5.98,8.72,72.2,3.7,8.75,215.8,18.91,0,56.96,1,0,0,0,0,1,16.39,1.6599999999999993,1.0945558739255012
1743,21,5.65,3.99,8.02,68.29,4.11,11.47,232.73,14.64,0,53.08,1,0,0,0,1,0,17.12,6.339999999999998,1.1322645290581164
1744,16,7.95,3.19,8.68,94.79,3.99,11.15,216.39,17.98,0,42.64,0,1,0,0,0,1,19.1,4.179999999999999,1.8973747016706446
1745,23,5.5,8.34,8.99,89.91,4.97,9.56,262.2,15.36,0,97.52475354238749,0,1,0,0,1,0,15.06,1.17,0.588865096359743
1746,22,0.27,1.96,6.17,73.81,4.05,5.04,322.69,2.37,1,59.97,0,1,0,0,0,1,5.3100000000000005,15.6,0.09121621621621623
1747,21,6.62,5.39,5.14,90.6,3.31,11.33,238.96,15.33,0,40.8,1,0,0,1,0,0,17.95,6.849999999999999,1.0359937402190924
1748,21,2.28,6.71,6.8,85.1,1.88,6.52,303.33,3.96,1,82.45,1,0,0,0,0,1,8.799999999999999,8.209999999999999,0.2957198443579766
1749,20,3.57,1.93,8.41,60.15,2.99,6.93,283.24,7.89,1,57.21631705903332,1,0,0,0,1,0,10.5,10.09,1.218430034129693
1750,21,2.5,5.68,6.33,75.21,4.4,6.38,293.44,6.28,1,69.61,1,0,0,0,1,0,8.879999999999999,9.49,0.37425149700598803
1751,24,2.15,6.2,6.53,71.62,1.53,6.8,294.03,6.08,1,74.54,1,0,0,0,1,0,8.95,9.12,0.2986111111111111
1752,24,3.45,7.68,4.67,68.72,0.15,8.7,287.56,11.15,2,74.71,1,0,0,0,0,1,12.149999999999999,8.2,0.39746543778801846
1753,23,3.03,3.11,6.1,70.06,1.64,4.67,291.19,4.86,1,49.71,0,1,0,0,0,1,7.699999999999999,11.760000000000002,0.7372262773722629
1754,24,5.07,3.64,5.93,97.69,4.8,7.46,256.43,14.31,0,63.78889739066764,1,0,0,0,1,0,12.530000000000001,9.36,1.0926724137931034
1755,23,6.51,6.13,5.76,79.45,3.97,9.5,250.01,10.39,0,49.36,0,1,0,1,0,0,16.009999999999998,5.600000000000001,0.9130434782608695
1756,23,2.38,9.85,8.44,93.91,0.94,6.71,284.9,8.12,1,100.0,1,0,0,0,1,0,9.09,3.330000000000001,0.21935483870967742
1757,16,1.71,2.96,4.3,68.57,0.06,4.69,301.83,6.54,1,57.32,1,0,0,0,0,1,6.4,15.029999999999998,0.4318181818181818
1758,20,5.34,9.87,8.86,66.98,3.35,7.53,259.92,13.16,0,103.11043626611378,0,1,0,0,0,1,12.870000000000001,-0.06999999999999851,0.4912603495860166
1759,19,5.36,7.43,4.04,95.55,2.9,6.53,252.33,13.5,2,78.06807296965033,1,0,0,0,0,1,11.89,7.170000000000001,0.6358244365361804
1760,17,7.21,8.43,8.73,79.83,0.41,12.42,234.82,16.6,0,71.67959050988486,0,1,0,1,0,0,19.63,-0.3700000000000001,0.7645811240721103
1761,23,0.13,1.81,6.74,95.81,4.83,3.22,324.52,4.31,1,52.86,1,0,0,0,1,0,3.35,15.32,0.04626334519572954
1762,18,6.82,3.7,7.51,62.52,3.09,9.47,227.34,13.58,0,28.31,0,1,0,0,1,0,16.29,5.970000000000001,1.451063829787234
1763,19,4.17,1.52,4.94,96.66,3.26,7.82,271.8,8.95,1,38.57,1,0,0,1,0,0,11.99,13.37,1.6547619047619047
1764,22,4.97,4.34,7.27,76.62,4.27,6.58,282.51,14.88,1,58.4,0,1,0,0,1,0,11.55,7.420000000000001,0.9307116104868913
1765,24,0.73,9.83,8.41,66.21,1.69,3.72,302.98,3.31,1,100.0,0,1,0,1,0,0,4.45,5.029999999999999,0.06740535549399815
1766,17,3.46,1.95,4.7,87.34,2.79,8.22,288.78,11.2,1,40.86,0,1,0,0,1,0,11.68,13.89,1.1728813559322033
1767,18,1.82,6.06,4.64,91.88,2.88,6.5,297.2,6.97,1,79.3,0,1,0,0,1,0,8.32,11.48,0.2577903682719547
1768,19,2.03,1.05,5.52,61.89,4.84,6.89,307.47,7.94,1,42.85,0,1,0,0,0,1,8.92,15.4,0.9902439024390244
1769,16,4.03,7.41,4.81,99.49,0.66,7.37,264.41,5.72,2,78.47,1,0,0,0,1,0,11.4,7.750000000000001,0.47919143876337694
1770,22,6.5,2.77,4.55,87.88,3.79,9.34,242.06,15.17,0,29.32,0,1,0,0,1,0,15.84,10.18,1.7241379310344827
1771,17,5.95,2.17,7.39,72.86,2.88,11.11,270.71,14.51,0,34.13,0,1,0,1,0,0,17.06,8.489999999999998,1.8769716088328077
1772,20,4.73,4.03,5.07,66.05,4.23,6.6,261.51,12.34,1,33.8,0,1,0,0,1,0,11.33,10.169999999999998,0.9403578528827038
1773,16,4.32,7.94,7.34,75.7,4.16,8.95,274.49,9.36,1,82.74,1,0,0,0,0,1,13.27,4.399999999999999,0.4832214765100671
1774,18,3.42,1.96,8.31,68.82,0.06,8.86,284.91,11.95,1,52.76,1,0,0,0,1,0,12.28,10.309999999999999,1.1554054054054055
1775,17,7.78,3.07,7.26,79.77,1.28,10.21,206.35,14.36,0,20.05,1,0,0,0,1,0,17.990000000000002,5.89,1.9115479115479115
1776,16,4.48,1.08,4.6,91.28,0.9,6.47,270.7,9.05,1,45.7428897944129,1,0,0,0,1,0,10.95,13.84,2.153846153846154
1777,22,2.03,9.72,6.87,86.41,2.31,5.59,283.26,2.68,1,100.0,0,1,0,0,1,0,7.619999999999999,5.379999999999999,0.18936567164179102
1778,20,1.84,6.33,5.97,77.44,4.53,3.92,304.25,2.56,1,87.89,0,1,0,0,1,0,5.76,9.860000000000003,0.25102319236016374
1779,16,4.89,7.48,5.72,64.76,0.03,10.24,262.5,12.47,2,63.53,0,1,0,1,0,0,15.129999999999999,5.910000000000001,0.5766509433962264
1780,21,4.18,6.86,5.59,98.29,2.44,6.4,258.69,12.21,1,77.02,1,0,0,0,0,1,10.58,7.370000000000001,0.5318066157760813
1781,20,0.06,2.3,8.65,70.81,4.42,2.63,307.38,1.47,1,65.12,0,0,1,1,0,0,2.69,12.989999999999998,0.01818181818181818
1782,18,6.64,6.35,7.71,71.11,4.63,12.08,239.59,13.43,0,49.13,1,0,0,0,1,0,18.72,3.299999999999998,0.9034013605442177
1783,22,5.63,2.18,4.67,85.82,3.29,7.66,277.25,8.05,0,30.29,0,1,0,0,1,0,13.29,11.52,1.770440251572327
1784,24,5.29,4.61,6.38,90.82,4.15,10.71,272.75,14.64,0,48.58,0,1,0,0,0,1,16.0,7.7200000000000015,0.9429590017825311
1785,24,0.55,6.12,5.59,99.37,1.62,2.6,317.0,0.81,1,87.41,0,1,0,1,0,0,3.1500000000000004,11.739999999999998,0.07724719101123596
1786,24,2.9,6.03,8.89,98.77,1.43,8.46,290.35,7.53,1,91.23,1,0,0,0,1,0,11.360000000000001,6.179999999999998,0.41251778093883357
1787,17,7.48,2.07,8.89,96.55,0.25,10.07,236.26,18.41,0,31.94,0,1,0,0,1,0,17.55,5.559999999999999,2.436482084690554
1788,18,6.9,1.31,5.6,77.41,2.52,9.13,231.86,14.65,0,26.94,1,0,0,0,1,0,16.03,10.190000000000003,2.987012987012987
1789,22,2.28,8.18,5.76,66.67,2.28,5.67,285.71,5.66,2,82.24,0,1,0,0,1,0,7.949999999999999,7.780000000000001,0.2483660130718954
1790,20,1.26,7.53,7.0,83.38,1.86,4.11,313.39,4.27,1,100.0,1,0,0,1,0,0,5.37,8.209999999999999,0.1477139507620164
1791,17,3.59,1.74,6.4,60.69,0.57,5.6,270.9,11.15,1,48.675062655223,1,0,0,0,1,0,9.19,12.270000000000001,1.3102189781021896
1792,18,2.85,2.15,5.07,67.85,1.15,5.54,300.21,7.55,1,48.61,1,0,0,0,1,0,8.39,13.930000000000001,0.9047619047619048
1793,21,5.46,9.03,7.3,60.1,1.02,10.03,240.95,8.89,0,85.69649071631166,1,0,0,0,0,1,15.489999999999998,2.210000000000001,0.5443668993020937
1794,22,7.73,7.92,5.67,67.22,4.72,12.89,218.22,16.4,2,50.870184080058834,1,0,0,0,1,0,20.62,2.679999999999998,0.8665919282511211
1795,24,2.9,9.97,7.27,78.99,4.83,8.0,299.36,7.78,1,100.0,1,0,0,1,0,0,10.9,3.86,0.26435733819507745
1796,16,0.5,3.29,5.92,75.73,0.02,5.28,311.13,5.12,1,57.92,1,0,0,1,0,0,5.78,14.290000000000001,0.11655011655011654
1797,22,7.18,5.39,7.5,74.77,0.85,8.21,232.61,12.39,0,42.05,1,0,0,0,1,0,15.39,3.9299999999999997,1.1236306729264476
1798,23,0.3,3.13,7.34,93.24,4.44,3.43,322.85,2.46,1,73.23,0,0,1,0,0,1,3.73,13.23,0.07263922518159806
1799,18,7.62,6.61,6.54,87.0,0.19,9.46,240.15,16.0,0,47.49,1,0,0,0,0,1,17.080000000000002,3.2300000000000013,1.0013140604467805
1800,19,5.32,2.04,7.52,97.46,4.72,6.69,262.26,13.36,0,45.28,1,0,0,0,1,0,12.010000000000002,9.120000000000001,1.75
1801,21,7.53,2.15,6.3,77.81,1.9,12.21,232.51,15.41,0,17.99,1,0,0,0,0,1,19.740000000000002,8.02,2.3904761904761904
1802,22,1.6,1.65,4.58,70.89,2.69,6.57,308.81,6.02,1,51.07,0,1,0,0,0,1,8.17,16.17,0.6037735849056605
1803,19,0.33,7.24,4.91,64.91,3.82,5.4,320.13,6.26,2,78.77,0,1,0,0,0,1,5.73,11.519999999999998,0.04004854368932039
1804,23,3.91,5.45,5.23,86.88,1.22,9.36,283.93,12.34,1,66.4,1,0,0,1,0,0,13.27,9.41,0.6062015503875969
1805,20,3.6,6.56,4.32,93.67,0.5,7.55,305.37,10.37,1,76.29625139027983,1,0,0,0,1,0,11.15,9.520000000000001,0.4761904761904762
1806,16,2.65,8.91,7.56,67.35,4.05,8.64,293.25,7.67,1,95.03531646867798,1,0,0,0,0,1,11.290000000000001,4.880000000000001,0.26740665993945506
1807,19,7.66,7.66,5.84,95.15,4.92,11.08,219.48,17.33,2,56.234026868010105,0,1,0,1,0,0,18.740000000000002,2.84,0.8845265588914549
1808,18,6.58,5.16,4.47,81.05,3.29,12.0,251.43,15.64,0,37.34,1,0,0,0,1,0,18.58,7.790000000000001,1.0681818181818181
1809,24,5.29,9.86,8.1,65.76,4.13,6.85,255.06,13.07,0,108.51152807657232,1,0,0,1,0,0,12.14,0.7500000000000009,0.48710865561694294
