brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years
0,48,2025,0,79689.05,81.7,278.0,148.2,7.13,148.0,505.0,432.0,0,5,5,68.9,1714.0,4,1,1,3,66705,3.5,7
10,15,2026,0,137679.27,71.2,244.0,54.3,7.92,136.0,848.0,725.0,1,7,0,15.9,1767.0,5,1,1,2,34790,3.64,7
16,65,2025,1,72608.92,97.1,334.0,75.5,5.77,156.0,912.0,799.0,0,5,3,23.1,1731.0,4,1,2,3,13954,3.57,4
5,23,2025,3,91034.7,47.9,164.0,115.9,5.45,169.0,1000.0,923.0,0,5,2,48.0,1847.0,4,1,5,3,12825,3.46,3
8,47,2023,0,42171.81,67.1,252.0,141.5,7.02,155.0,399.0,351.0,0,5,1,21.8,1500.0,4,0,3,1,135630,3.6,5
17,28,2020,1,40762.98,101.5,332.0,75.3,5.95,164.0,315.0,293.0,0,7,0,16.4,1532.0,4,0,1,1,220087,3.39,4
14,54,2025,0,70880.73,80.9,285.0,59.1,6.31,148.0,218.0,273.0,1,5,4,78.0,2589.0,5,1,5,3,11173,3.44,4
10,18,2024,4,114049.24,103.4,368.0,191.2,3.81,187.0,607.0,502.0,0,5,5,70.2,1541.0,5,2,1,2,68987,3.92,6
15,40,2024,2,36657.02,61.2,188.0,296.4,7.11,144.0,270.0,219.0,0,5,0,28.4,1813.0,5,3,5,1,208877,3.91,5
15,9,2025,3,124865.93,64.9,241.0,330.2,7.79,124.0,895.0,800.0,0,5,4,79.6,2145.0,4,2,5,2,223231,3.65,4
17,29,2026,0,46634.88,48.4,169.0,105.6,7.47,137.0,418.0,376.0,1,7,5,77.1,1500.0,4,2,1,1,203221,3.33,4
4,24,2023,2,68553.62,71.3,243.0,137.1,5.02,173.0,722.0,627.0,1,5,2,44.5,1984.0,5,0,5,3,60519,3.36,5
13,60,2023,4,254017.08,118.1,408.0,222.2,3.9,190.0,1000.0,936.0,0,5,3,21.8,1500.0,5,0,1,2,26159,4.2,8
15,42,2021,2,27945.8,48.4,157.0,300.2,7.15,149.0,188.0,200.0,0,7,1,39.7,1891.0,5,2,5,0,162791,3.38,6
8,45,2024,4,51697.58,115.1,396.0,187.6,3.39,194.0,533.0,497.0,2,5,4,72.4,2631.0,5,1,3,1,56242,3.84,4
17,31,2024,2,36019.25,63.3,224.0,133.5,6.85,140.0,257.0,296.0,2,7,1,18.5,1771.0,4,0,1,1,209890,3.52,4
3,46,2024,3,121374.95,70.8,262.0,142.8,6.04,153.0,1000.0,845.0,0,7,5,69.2,1768.0,3,0,5,2,26859,3.7,5
10,17,2026,3,115211.58,57.3,174.0,69.8,6.09,161.0,622.0,619.0,2,7,3,15.5,1500.0,4,1,1,2,42340,3.43,6
10,17,2025,2,139106.45,61.4,208.0,51.8,6.86,150.0,922.0,787.0,2,7,0,38.5,1656.0,5,1,1,2,49644,3.35,6
7,71,2025,2,60050.99,47.8,165.0,73.1,7.67,133.0,663.0,681.0,0,5,1,24.1,1500.0,4,1,3,1,138281,3.21,3
17,31,2026,2,44501.34,41.7,150.0,146.0,7.64,135.0,378.0,326.0,1,7,0,34.3,1547.0,5,1,1,1,220387,3.14,5
2,63,2024,0,40390.03,62.1,232.0,89.4,7.19,138.0,402.0,324.0,0,7,0,35.4,1810.0,5,0,0,1,138054,3.39,4
15,9,2024,1,45682.18,109.7,377.0,312.9,5.32,165.0,335.0,376.0,2,5,4,63.3,2562.0,4,2,5,1,170687,3.94,4
10,16,2025,2,103044.63,78.9,264.0,128.1,7.97,132.0,592.0,542.0,0,5,5,63.3,1542.0,5,1,1,2,75663,3.56,5
4,44,2026,1,53193.55,98.0,364.0,83.3,5.19,173.0,541.0,487.0,2,7,5,70.2,1783.0,4,2,5,1,23578,3.93,4
6,69,2026,4,51309.25,118.5,410.0,188.1,3.03,200.0,742.0,677.0,2,5,3,36.5,1557.0,5,1,2,1,6885,3.78,5
19,56,2024,4,102584.09,74.5,250.0,185.6,3.7,195.0,1000.0,937.0,0,5,1,38.5,1831.0,5,0,0,2,19780,3.36,4
8,59,2024,1,99048.18,89.0,324.0,92.3,5.55,168.0,1000.0,907.0,1,7,2,40.6,2057.0,5,0,3,3,55742,3.56,4
4,44,2023,0,67976.38,49.0,179.0,107.9,5.74,166.0,778.0,690.0,0,7,2,39.7,2302.0,4,0,5,3,21067,3.27,3
16,65,2023,2,69285.92,67.1,201.0,99.7,5.12,168.0,831.0,745.0,0,7,1,36.2,1552.0,5,1,2,3,15625,3.58,4
10,15,2024,4,167898.8,106.0,375.0,218.2,3.4,200.0,1000.0,941.0,2,5,0,24.5,1729.0,4,1,1,2,20936,4.04,6
2,50,2025,2,36623.25,43.3,164.0,149.8,7.7,139.0,344.0,318.0,1,5,4,59.5,2509.0,5,0,0,1,185983,3.42,5
17,32,2025,0,30097.01,74.3,267.0,58.6,7.84,127.0,150.0,200.0,0,7,0,36.6,1883.0,5,0,1,0,289031,3.27,5
15,41,2023,4,82511.11,85.6,289.0,232.0,4.31,180.0,553.0,487.0,1,5,0,35.2,1518.0,4,2,5,3,243479,3.78,5
16,64,2022,4,56751.98,90.8,324.0,228.5,3.6,191.0,598.0,543.0,2,5,2,50.7,2143.0,5,1,2,1,9887,3.39,3
8,21,2024,0,30277.36,62.3,226.0,143.8,5.42,172.0,150.0,200.0,2,5,5,75.2,1644.0,5,1,3,0,130299,3.2,5
2,50,2024,4,103480.37,104.9,347.0,176.2,2.95,200.0,1000.0,907.0,2,7,2,64.3,2052.0,4,0,0,2,211837,3.58,5
1,74,2026,0,48107.44,41.6,150.0,139.0,5.91,169.0,156.0,200.0,0,7,2,45.9,2060.0,4,1,1,1,49300,3.02,7
8,59,2023,3,102070.65,49.5,174.0,64.3,5.56,163.0,1000.0,940.0,1,7,2,50.1,1859.0,3,2,3,2,148039,3.37,4
17,30,2025,3,94110.75,60.5,194.0,64.0,6.75,149.0,1000.0,888.0,0,7,5,70.2,1687.0,5,1,1,3,225387,3.43,4
15,9,2025,2,125305.65,42.0,158.0,277.7,6.96,136.0,868.0,786.0,0,7,4,57.9,2372.0,4,2,5,2,199754,3.28,5
1,74,2026,4,116974.41,71.9,251.0,175.3,3.87,190.0,1000.0,909.0,2,5,4,53.7,2650.0,5,2,1,2,50944,3.38,6
7,35,2024,1,84751.75,83.1,305.0,97.4,5.49,169.0,1000.0,924.0,2,5,5,61.0,1511.0,5,0,3,3,53893,3.55,3
4,24,2025,2,65329.39,49.5,157.0,137.3,6.01,165.0,671.0,629.0,2,7,0,22.0,1592.0,4,2,5,3,24686,3.21,4
7,33,2026,1,78614.71,78.0,278.0,57.5,5.83,159.0,987.0,924.0,1,5,4,67.3,2653.0,5,2,3,3,126223,3.68,4
10,26,2026,2,135101.31,74.2,242.0,110.8,5.12,181.0,807.0,733.0,1,5,2,59.2,2160.0,4,2,1,2,54508,3.82,5
8,45,2023,3,96493.02,59.1,207.0,89.9,7.25,146.0,1000.0,965.0,2,7,5,79.0,1729.0,5,2,3,3,123691,3.45,4
8,22,2023,0,52108.05,65.9,230.0,119.1,6.72,152.0,531.0,442.0,1,5,2,53.0,1976.0,5,0,3,1,98868,3.23,3
0,67,2023,0,93510.78,53.0,195.0,63.5,5.08,161.0,659.0,562.0,0,5,1,16.9,1834.0,5,1,1,3,70832,3.16,6
17,31,2024,2,78233.39,46.6,161.0,105.0,7.69,139.0,824.0,725.0,1,5,0,19.5,1684.0,4,1,1,3,259295,3.2,3
15,41,2025,0,101976.23,83.7,284.0,268.2,7.24,139.0,754.0,680.0,1,5,1,27.1,1882.0,5,2,5,2,160905,3.89,5
15,43,2024,2,110000.94,53.4,163.0,322.5,5.33,172.0,809.0,763.0,0,5,3,16.1,1577.0,4,2,5,2,414109,3.55,4
5,23,2025,4,83117.35,106.5,362.0,215.7,3.06,200.0,1000.0,888.0,0,5,2,59.7,1801.0,3,1,5,3,17250,3.59,4
1,74,2025,3,107462.71,63.0,242.0,78.9,5.42,175.0,929.0,805.0,2,5,3,34.2,1736.0,5,2,1,2,59946,3.37,7
5,5,2022,2,55685.25,80.4,288.0,51.4,6.05,158.0,670.0,592.0,1,7,3,39.9,1642.0,4,0,5,1,22694,3.58,4
2,39,2026,4,90766.48,91.0,318.0,231.3,2.7,200.0,1000.0,928.0,1,5,3,29.3,1500.0,4,0,0,3,205278,3.53,3
15,43,2026,0,111102.01,57.5,194.0,273.3,7.1,140.0,805.0,733.0,1,5,3,30.0,1767.0,5,2,5,2,457566,3.79,5
15,9,2026,0,121350.3,82.3,289.0,226.3,7.42,130.0,930.0,825.0,0,5,4,72.6,2759.0,5,3,5,2,144677,3.86,6
2,50,2025,0,43868.55,77.3,290.0,123.0,5.63,165.0,450.0,423.0,1,5,0,35.5,1761.0,5,1,0,1,211394,3.74,3
8,22,2026,1,37918.56,79.9,304.0,103.8,4.71,182.0,284.0,216.0,0,5,2,42.9,2341.0,5,0,3,1,92798,3.66,3
17,32,2023,3,87378.56,46.6,155.0,73.9,5.68,162.0,1000.0,866.0,0,7,4,70.7,2532.0,3,0,1,3,280958,3.26,5
17,28,2025,1,98049.57,79.3,271.0,109.3,5.08,178.0,1000.0,925.0,1,7,4,78.8,2544.0,4,0,1,3,232457,3.53,3
0,49,2025,0,91070.12,66.4,224.0,134.5,7.09,152.0,640.0,596.0,0,5,3,21.5,1500.0,3,1,1,3,69627,3.71,7
2,10,2026,0,33590.41,74.1,252.0,145.1,7.81,140.0,320.0,319.0,0,7,4,59.1,2166.0,4,1,0,0,225478,3.58,5
7,34,2023,1,51553.1,75.3,265.0,102.7,5.85,174.0,530.0,474.0,2,5,0,25.8,1500.0,5,0,3,1,110986,3.76,4
4,44,2025,0,31921.1,77.2,284.0,63.3,5.86,172.0,250.0,221.0,0,5,0,16.0,1500.0,5,2,5,0,21264,3.57,5
17,31,2024,1,67460.11,97.9,324.0,92.4,4.29,180.0,681.0,643.0,1,7,4,78.7,2596.0,4,0,1,3,219503,3.66,3
1,74,2025,2,56108.72,78.4,280.0,142.2,5.11,178.0,253.0,262.0,0,5,1,24.8,1729.0,5,1,1,1,32771,3.55,5
10,18,2024,4,175695.73,119.3,421.0,160.5,2.98,200.0,1000.0,867.0,0,5,4,71.5,2775.0,4,1,1,2,47072,4.14,7
16,64,2020,0,47569.79,41.5,160.0,86.2,7.8,133.0,419.0,383.0,2,5,2,43.1,1792.0,4,0,2,1,28709,3.17,4
15,9,2024,4,68394.93,94.8,315.0,254.1,4.15,179.0,520.0,388.0,2,5,4,64.6,2391.0,5,2,5,3,230110,4.0,5
14,52,2025,2,78693.27,63.6,243.0,115.4,5.92,171.0,624.0,547.0,2,4,4,67.1,2866.0,4,0,5,3,14022,3.14,6
7,35,2025,2,46340.48,70.6,240.0,88.7,7.3,133.0,473.0,446.0,1,5,3,18.5,1585.0,3,0,3,1,91894,3.21,4
2,57,2021,2,73231.02,46.1,166.0,143.1,7.63,141.0,844.0,798.0,0,5,3,24.9,1547.0,4,1,0,3,227938,3.21,4
7,35,2025,2,70402.19,49.9,170.0,108.8,7.04,148.0,866.0,746.0,1,5,3,21.9,1500.0,5,1,3,3,69074,3.3,4
12,1,2024,3,98223.61,58.4,219.0,103.2,7.31,147.0,701.0,672.0,2,5,0,27.3,1500.0,4,2,4,3,3904,3.65,4
7,33,2024,3,39646.49,41.0,150.0,94.3,5.91,174.0,271.0,236.0,0,5,1,31.2,1595.0,5,0,3,1,129173,3.0,3
2,63,2023,2,70732.36,45.3,151.0,118.3,5.92,161.0,801.0,724.0,1,5,1,38.9,1764.0,4,1,0,3,198624,3.14,3
1,73,2023,2,106048.4,47.8,195.0,87.0,6.06,167.0,866.0,827.0,0,5,1,16.4,1511.0,5,1,1,2,52016,3.3,5
2,57,2026,2,75687.78,57.9,223.0,77.4,7.1,136.0,911.0,866.0,0,7,3,31.9,1545.0,3,2,0,3,230330,3.4,4
15,40,2024,3,164903.76,51.1,184.0,261.5,6.48,159.0,1000.0,922.0,0,5,0,30.2,1747.0,3,2,5,2,238934,3.62,5
15,9,2025,3,104330.24,50.1,185.0,261.5,7.04,145.0,792.0,738.0,2,7,4,79.1,2220.0,4,2,5,2,241443,3.82,6
15,40,2022,3,74667.63,60.5,201.0,228.2,6.62,159.0,552.0,490.0,0,5,4,78.2,2148.0,5,2,5,3,245609,3.71,4
15,41,2024,2,132957.6,57.4,197.0,313.0,5.66,168.0,1000.0,900.0,2,7,3,24.8,1603.0,5,2,5,2,220563,3.46,5
15,43,2025,4,146521.88,91.7,343.0,226.2,3.18,200.0,1000.0,863.0,0,5,2,58.9,1942.0,4,2,5,2,406719,4.12,5
1,74,2024,1,126323.43,92.6,337.0,134.2,4.57,190.0,1000.0,906.0,1,7,1,38.1,1500.0,5,1,1,2,51591,3.87,6
15,42,2025,0,42945.26,77.0,266.0,309.9,6.79,148.0,248.0,200.0,0,7,2,66.1,1861.0,5,3,5,1,202664,3.79,5
2,10,2024,1,38014.51,86.6,325.0,141.9,4.79,169.0,383.0,328.0,0,7,2,45.2,1687.0,5,0,0,1,241420,3.72,3
0,67,2025,2,109441.61,51.1,161.0,100.9,7.02,151.0,876.0,844.0,0,5,1,21.6,1589.0,4,1,1,2,27623,3.34,7
7,35,2026,1,93179.93,102.1,351.0,126.1,4.97,181.0,1000.0,892.0,1,5,3,16.2,1500.0,4,1,3,3,64997,3.42,4
1,73,2025,3,79696.27,76.5,251.0,103.6,6.21,161.0,550.0,514.0,0,5,4,60.0,2846.0,5,1,1,3,32509,3.24,5
15,43,2025,2,85878.17,49.2,188.0,238.9,6.03,164.0,605.0,592.0,2,7,3,29.6,2009.0,4,2,5,3,499717,3.42,5
15,43,2021,2,49771.04,62.5,225.0,212.5,5.56,175.0,317.0,261.0,1,5,0,34.2,1578.0,3,3,5,1,483023,3.69,5
15,40,2025,3,60544.17,81.6,287.0,247.1,5.81,158.0,384.0,366.0,2,5,4,51.2,2538.0,5,2,5,1,170776,3.98,6
15,41,2026,1,125990.82,75.3,272.0,209.9,4.94,171.0,955.0,881.0,1,7,1,17.1,1589.0,5,2,5,2,200607,3.97,4
2,57,2020,1,48719.93,95.3,342.0,125.3,5.39,166.0,449.0,397.0,1,5,0,30.4,1511.0,4,0,0,1,158941,3.72,4
15,42,2022,4,66277.97,97.7,340.0,285.5,3.71,189.0,445.0,394.0,2,5,4,59.1,2882.0,3,2,5,3,108652,4.11,4
15,43,2025,2,122990.85,43.1,177.0,222.1,7.3,132.0,909.0,826.0,0,5,1,25.4,1500.0,4,2,5,2,444103,3.49,5
15,40,2025,2,77509.32,78.6,256.0,347.7,7.73,130.0,522.0,442.0,2,7,1,18.0,1500.0,3,2,5,3,156028,3.89,4
7,34,2025,0,42592.08,73.4,215.0,90.7,6.29,154.0,432.0,362.0,1,5,4,54.8,2777.0,4,0,3,1,124929,3.43,4
2,39,2026,2,42445.79,53.0,173.0,61.8,5.53,167.0,444.0,446.0,0,7,0,34.2,1642.0,4,1,0,1,217748,3.05,5
17,28,2023,4,44275.35,90.4,308.0,211.5,4.49,180.0,363.0,288.0,0,7,1,36.4,1606.0,5,2,1,1,209760,3.52,3
7,35,2025,4,107109.36,119.6,434.0,239.3,2.87,200.0,1000.0,906.0,0,5,2,68.7,2249.0,5,1,3,2,92278,3.9,3
5,7,2023,0,38369.91,46.8,177.0,81.7,6.83,139.0,363.0,331.0,1,7,2,57.5,2174.0,5,0,5,1,19280,3.34,3
15,41,2023,1,82872.71,88.9,322.0,293.4,4.31,182.0,559.0,488.0,0,7,0,38.0,1852.0,5,2,5,3,233601,3.61,5
4,44,2024,3,96727.35,71.4,233.0,128.6,7.7,140.0,1000.0,862.0,0,7,1,20.7,1832.0,3,1,5,3,75873,3.24,5
1,74,2024,0,84385.88,47.3,177.0,108.6,7.35,136.0,601.0,552.0,1,7,3,23.5,1500.0,5,1,1,3,74771,3.09,6
15,43,2025,1,33796.25,90.1,295.0,250.6,4.06,183.0,215.0,200.0,2,5,2,43.0,2400.0,5,2,5,0,476519,3.86,5
0,68,2025,0,67634.79,79.9,278.0,90.2,5.56,167.0,396.0,388.0,1,5,3,24.9,1712.0,4,2,1,3,62437,3.52,8
14,53,2025,1,105675.37,104.0,386.0,102.2,4.64,173.0,1000.0,866.0,0,5,2,63.1,2353.0,5,0,5,2,25421,3.88,4
15,42,2023,2,43959.45,63.9,211.0,207.5,6.67,148.0,283.0,251.0,1,5,2,62.7,1838.0,3,2,5,1,124556,3.97,4
2,10,2025,0,19398.19,79.6,255.0,104.3,7.87,125.0,165.0,200.0,1,5,5,71.9,1500.0,4,0,0,0,165718,3.4,4
4,24,2026,0,55828.42,47.5,163.0,69.0,5.68,167.0,570.0,527.0,2,5,1,22.3,1668.0,5,1,5,1,64449,3.39,5
5,5,2025,2,55791.9,43.1,150.0,123.6,6.64,150.0,646.0,596.0,1,7,2,35.3,1903.0,5,2,5,1,16439,3.05,4
15,40,2025,3,151283.19,58.3,189.0,340.8,6.99,152.0,1000.0,918.0,0,5,3,36.7,1557.0,5,2,5,2,203592,3.49,5
2,50,2024,4,54577.89,119.6,427.0,156.1,4.31,190.0,567.0,531.0,0,5,1,27.9,1638.0,5,0,0,1,139526,3.84,5
17,29,2025,2,55247.47,53.5,199.0,114.4,5.73,170.0,459.0,410.0,0,5,3,34.4,1500.0,5,1,1,1,220284,3.29,4
7,35,2025,0,37922.42,50.5,150.0,65.4,6.36,155.0,325.0,323.0,2,5,2,68.6,1992.0,3,0,3,1,75225,3.06,5
8,22,2023,0,65534.18,84.3,248.0,57.6,5.04,176.0,708.0,642.0,1,5,2,56.5,1815.0,4,1,3,3,115671,3.43,4
17,30,2026,2,36867.62,42.0,175.0,63.1,6.92,148.0,259.0,233.0,2,7,5,67.1,1542.0,5,1,1,1,299992,3.38,4
7,35,2023,2,66319.66,72.9,225.0,110.9,7.63,134.0,766.0,617.0,2,7,5,77.2,1709.0,4,0,3,3,139935,3.2,3
5,5,2026,2,47749.35,64.3,253.0,114.0,5.82,170.0,522.0,467.0,2,7,4,71.9,2378.0,5,0,5,1,11602,3.26,4
15,41,2025,2,75212.51,79.3,260.0,293.3,6.39,154.0,528.0,494.0,1,7,3,37.8,1513.0,5,3,5,3,148099,3.93,6
2,4,2025,1,87159.36,101.7,351.0,140.4,4.35,183.0,986.0,946.0,0,5,4,68.2,2527.0,3,1,0,3,204628,3.58,3
5,6,2021,2,44183.28,58.8,207.0,105.0,5.23,169.0,449.0,443.0,2,5,5,64.7,1615.0,5,0,5,1,22786,3.51,4
0,67,2023,2,63313.85,56.2,189.0,110.0,6.71,138.0,298.0,281.0,0,5,5,72.2,1632.0,4,1,1,1,25175,3.27,6
7,36,2024,1,90974.8,80.4,296.0,119.4,4.7,179.0,1000.0,923.0,1,7,5,72.6,1741.0,4,0,3,3,59668,3.91,3
7,34,2022,4,81725.25,71.7,234.0,189.2,3.79,197.0,1000.0,888.0,0,5,3,37.0,1500.0,5,1,3,3,72070,3.48,4
15,43,2025,1,64135.13,97.7,359.0,226.7,5.4,171.0,471.0,372.0,2,5,1,37.5,1742.0,4,3,5,1,427732,4.21,4
17,31,2025,4,91483.89,74.2,246.0,206.1,3.02,199.0,1000.0,891.0,0,5,0,37.3,1500.0,4,1,1,3,206750,3.64,3
7,71,2024,3,40685.58,66.5,247.0,65.0,6.33,159.0,381.0,313.0,0,7,1,18.5,1548.0,5,0,3,1,143645,3.36,4
2,10,2025,0,52144.09,43.5,150.0,82.6,5.11,178.0,572.0,578.0,1,7,1,15.2,1600.0,4,0,0,1,212512,3.12,3
2,63,2024,0,73962.43,41.7,163.0,108.8,5.83,163.0,867.0,753.0,2,5,3,18.4,1597.0,5,0,0,3,121424,3.25,3
17,32,2023,4,62312.34,116.7,420.0,160.5,4.17,191.0,574.0,499.0,1,7,3,30.5,1792.0,4,0,1,1,298301,3.59,3
15,40,2024,1,73678.26,106.1,370.0,204.7,4.74,177.0,505.0,433.0,2,5,0,29.7,1536.0,5,2,5,3,201869,3.99,5
2,37,2021,3,32842.63,55.1,180.0,131.0,7.28,139.0,415.0,337.0,0,5,2,55.1,2155.0,4,1,0,0,173134,3.1,4
2,4,2023,4,62874.95,71.7,262.0,179.3,3.15,200.0,691.0,603.0,2,5,3,38.9,1665.0,4,0,0,1,207361,3.74,4
2,4,2022,3,107436.09,65.7,255.0,124.5,7.71,137.0,1000.0,899.0,2,5,2,37.8,1887.0,5,1,0,2,201045,3.64,3
15,40,2025,3,154568.94,68.0,235.0,285.7,5.02,170.0,1000.0,937.0,2,5,0,21.2,1756.0,5,3,5,2,245844,3.7,5
0,67,2024,2,62074.39,65.3,236.0,53.7,5.78,160.0,256.0,256.0,2,7,2,53.4,2242.0,5,2,1,1,41240,3.53,8
8,21,2024,4,68316.17,76.4,262.0,155.3,3.88,189.0,785.0,658.0,2,7,1,23.8,1907.0,4,2,3,3,86275,3.61,3
1,75,2023,0,98461.71,53.0,185.0,121.0,6.84,142.0,800.0,752.0,1,7,3,27.3,1509.0,5,2,1,3,22686,3.0,7
4,44,2023,3,61500.69,61.2,209.0,73.0,6.01,154.0,616.0,524.0,0,7,3,15.4,1576.0,5,1,5,1,52208,3.39,4
7,35,2024,2,60164.53,53.1,185.0,61.2,7.06,146.0,673.0,592.0,1,7,2,41.7,1827.0,5,1,3,1,85467,3.29,5
15,40,2023,2,123171.93,71.8,246.0,208.4,6.3,150.0,907.0,860.0,1,5,1,24.7,1779.0,4,3,5,2,165942,3.71,5
7,71,2024,0,35093.17,77.1,295.0,136.0,7.96,134.0,249.0,207.0,1,5,5,65.6,1663.0,4,2,3,1,117101,3.46,4
8,45,2021,3,101333.39,70.5,249.0,104.0,5.45,170.0,1000.0,846.0,2,5,5,71.2,1660.0,4,0,3,2,89918,3.29,4
5,5,2022,1,54305.64,86.4,289.0,121.7,5.96,162.0,669.0,612.0,1,5,5,66.9,1708.0,5,2,5,1,18445,3.56,4
17,29,2025,4,58007.82,105.3,382.0,246.2,4.21,188.0,563.0,492.0,2,7,5,67.8,1781.0,3,0,1,1,241176,3.98,3
15,9,2024,4,188964.7,106.8,367.0,318.0,4.35,193.0,1000.0,912.0,2,7,4,67.4,2274.0,4,3,5,2,239165,4.27,5
2,37,2025,2,33650.32,63.9,231.0,79.2,7.37,134.0,332.0,340.0,0,7,3,39.5,1698.0,4,1,0,0,210399,3.56,4
17,29,2023,0,31850.78,51.4,199.0,81.3,7.1,149.0,166.0,200.0,1,5,3,30.7,1500.0,5,0,1,0,272903,3.24,3
1,75,2026,2,111337.67,83.1,295.0,73.5,5.59,167.0,1000.0,922.0,2,7,5,66.0,1641.0,4,1,1,2,20689,3.65,7
8,59,2024,2,56593.19,56.2,197.0,62.4,5.24,170.0,590.0,549.0,2,5,2,55.4,2177.0,4,0,3,1,135755,3.26,4
17,30,2024,0,71569.98,57.7,186.0,144.5,5.62,158.0,746.0,669.0,2,7,2,68.2,2030.0,5,1,1,3,287315,3.19,3
13,38,2023,1,139594.69,75.6,252.0,292.5,4.35,179.0,611.0,473.0,1,7,1,25.3,1829.0,3,0,1,2,9428,3.64,8
8,45,2023,2,42128.98,66.6,226.0,79.4,6.82,145.0,371.0,263.0,1,7,1,33.2,1795.0,4,0,3,1,121472,3.23,4
2,57,2023,0,52361.13,60.0,186.0,121.5,7.42,142.0,534.0,449.0,1,7,1,32.1,1500.0,4,0,0,1,203886,3.06,3
15,9,2022,4,161513.5,115.3,420.0,223.7,2.54,200.0,1000.0,924.0,2,5,4,75.1,2605.0,4,2,5,2,172224,4.09,4
15,41,2025,4,99545.7,74.1,250.0,202.5,4.19,190.0,746.0,677.0,0,7,1,34.7,1588.0,4,2,5,3,244941,3.69,5
2,10,2023,3,78664.3,82.8,301.0,145.4,6.95,137.0,845.0,776.0,0,5,4,74.0,2356.0,5,1,0,3,238674,3.59,4
15,43,2022,0,75540.09,49.6,150.0,293.4,5.78,154.0,490.0,455.0,1,5,0,23.0,1503.0,5,2,5,3,455317,3.27,6
15,41,2025,4,135540.84,85.8,296.0,299.2,3.77,188.0,1000.0,854.0,2,5,2,61.5,2369.0,5,3,5,2,108193,3.98,5
2,57,2024,0,24520.21,71.2,253.0,57.5,6.21,159.0,228.0,201.0,0,7,1,33.7,1739.0,5,1,0,0,191198,3.48,5
15,43,2026,0,113350.86,73.5,268.0,207.2,6.51,155.0,835.0,807.0,1,7,3,17.4,1500.0,5,2,5,2,463970,3.62,6
0,49,2025,0,80914.99,67.4,220.0,55.8,5.13,178.0,484.0,414.0,1,5,3,30.0,1500.0,5,1,1,3,22856,3.44,7
15,42,2023,4,84447.94,72.5,255.0,322.2,3.35,200.0,602.0,569.0,1,5,3,36.6,1535.0,4,2,5,3,103295,3.51,6
7,33,2024,0,31858.49,76.6,274.0,140.3,5.5,171.0,286.0,243.0,1,7,1,24.0,1538.0,3,0,3,0,89552,3.4,5
17,32,2025,2,70801.47,60.4,204.0,126.5,7.51,137.0,785.0,727.0,1,7,2,66.5,1837.0,5,0,1,3,299914,3.54,4
12,2,2025,2,80679.27,41.3,155.0,112.6,5.25,170.0,456.0,427.0,0,5,1,33.2,1818.0,5,0,4,3,7428,3.03,4
15,41,2025,0,29088.57,79.3,262.0,230.9,6.43,148.0,150.0,200.0,1,7,5,79.5,1535.0,5,2,5,0,173989,4.17,6
17,30,2026,1,57231.82,83.1,283.0,81.4,4.75,170.0,586.0,546.0,2,7,5,69.5,1604.0,4,1,1,1,290062,3.77,4
3,55,2025,3,67039.1,75.0,271.0,92.9,7.99,127.0,473.0,448.0,0,7,0,30.8,1735.0,5,1,5,3,2336,3.5,5
10,17,2024,0,72880.75,63.7,235.0,106.4,7.57,133.0,273.0,269.0,2,5,4,69.4,2466.0,4,1,1,3,46123,3.85,5
4,11,2024,3,81884.76,79.5,280.0,54.3,7.91,134.0,950.0,893.0,0,5,1,22.8,1998.0,3,1,5,3,49332,3.58,4
2,10,2024,0,27229.19,64.8,227.0,133.2,7.27,144.0,326.0,301.0,1,5,1,28.0,1522.0,5,0,0,0,118103,3.49,4
15,9,2022,4,39719.77,75.3,297.0,204.3,3.65,200.0,277.0,273.0,0,5,4,70.2,2610.0,5,2,5,1,220959,4.0,5
1,72,2024,1,83737.7,90.9,331.0,92.1,5.78,166.0,611.0,530.0,1,5,3,22.8,1527.0,4,2,1,3,68789,3.44,6
14,53,2025,4,104305.19,112.7,429.0,159.1,3.37,200.0,1000.0,875.0,1,7,1,29.3,1500.0,4,1,5,2,26219,4.08,6
8,21,2025,4,107335.21,101.2,372.0,208.4,3.71,187.0,1000.0,911.0,0,5,4,63.5,2775.0,5,0,3,2,56222,3.63,5
8,47,2026,1,38689.25,93.0,330.0,69.7,5.24,173.0,322.0,295.0,1,7,2,67.4,1906.0,3,1,3,1,112175,3.57,4
2,10,2025,2,45068.52,56.6,195.0,112.5,5.42,162.0,472.0,438.0,2,5,3,18.0,1566.0,5,0,0,1,196546,3.22,5
4,11,2023,2,38404.42,49.1,193.0,124.0,6.99,148.0,300.0,298.0,1,5,4,79.1,3000.0,3,1,5,1,49683,3.43,4
15,41,2025,2,47711.51,47.2,173.0,321.6,5.99,154.0,308.0,261.0,1,5,3,26.8,1500.0,4,2,5,1,180408,3.58,5
2,10,2023,1,77360.56,106.1,386.0,136.6,4.88,176.0,878.0,785.0,2,7,4,52.9,2502.0,5,1,0,3,154361,3.89,4
17,29,2024,0,65767.18,48.6,159.0,110.2,7.4,137.0,635.0,584.0,1,7,5,66.8,1591.0,5,0,1,3,214102,3.4,5
